StartTime,Dur,Proto,SrcAddr,Sport,Dir,DstAddr,Dport,State,sTos,dTos,TotPkts,TotBytes,SrcBytes,SrcPkts,Location
2021-05-18 02:45:19.115922,2.6e-05,tcp,113.108.95.213,43246,   ->,159.65.26.180,6379,S_RA,0,0,2,128,74,1,London
2021-05-18 02:45:21.361816,0.041666,tcp,103.145.13.243,58037,   ->,159.65.26.180,5038,SR_RA,40,40,3,166,112,2,London
2021-05-18 02:45:27.558237,0.044368,tcp,45.134.26.50,59491,   ->,167.71.64.32,9639,SR_RA,0,0,3,166,112,2,Amsterdam
2021-05-18 02:45:28.052452,0.045047,tcp,45.134.26.34,59221,   ->,167.71.64.32,27638,SR_RA,0,0,3,166,112,2,Amsterdam
2021-05-18 02:45:32.543737,0.038628,tcp,45.134.26.41,59336,   ->,167.99.141.164,61393,SR_RA,0,0,3,166,112,2,Frankfurt
2021-05-18 02:45:34.348407,0.043918,tcp,45.155.205.79,51432,   ->,167.99.141.164,62196,SR_RA,0,0,3,166,112,2,Frankfurt
2021-05-18 02:45:40.537783,0.068653,tcp,92.63.196.13,48849,   ->,159.65.26.180,25489,SR_RA,0,0,3,166,112,2,London
2021-05-18 02:45:43.018952,2.5e-05,tcp,74.120.14.69,51189,   ->,159.65.26.180,9331,S_RA,32,32,2,112,58,1,London
2021-05-18 02:45:46.487279,2.8e-05,tcp,209.97.153.52,61953,   ->,167.99.141.164,6006,S_RA,0,0,2,110,56,1,Frankfurt
2021-05-18 02:45:56.232996,2.6e-05,tcp,72.140.138.125,25615,   ->,167.99.141.164,23,S_RA,0,0,2,110,56,1,Frankfurt
2021-05-18 02:45:56.768095,3.2e-05,tcp,122.228.19.80,8306,   ->,159.65.26.180,67,S_RA,0,0,2,112,58,1,London
2021-05-18 02:46:23.551478,0.025178,tcp,185.156.73.67,48921,   ->,167.99.141.164,43974,SR_RA,0,0,3,166,112,2,Frankfurt
2021-05-18 02:46:25.033569,3.5e-05,tcp,159.89.157.33,50123,   ->,159.65.26.180,5305,S_RA,0,0,2,110,56,1,London
2021-05-18 02:46:38.340292,0.090519,tcp,23.95.4.194,52170,   ->,167.71.64.32,3389,SR_RA,0,0,3,166,112,2,Amsterdam
2021-05-18 02:46:39.190606,3.3e-05,tcp,193.122.163.242,42386,   ->,167.99.141.164,22,S_RA,0,0,2,128,74,1,Frankfurt
2021-05-18 02:46:41.758771,3.1e-05,tcp,167.248.133.87,2050,   ->,167.71.64.32,19999,S_RA,0,0,2,112,58,1,Amsterdam
2021-05-18 02:46:43.672680,0.046696,tcp,193.27.228.64,42073,   ->,167.71.64.32,8017,SR_RA,0,0,3,166,112,2,Amsterdam
2021-05-18 02:46:45.409197,3.4e-05,tcp,213.81.147.251,32051,   ->,167.71.64.32,23,S_RA,0,0,2,110,56,1,Amsterdam
2021-05-18 02:46:51.492582,3e-05,tcp,139.162.145.250,45641,   ->,167.71.64.32,3306,S_RA,0,0,2,110,56,1,Amsterdam
2021-05-18 02:46:53.557751,0.062133,tcp,45.134.26.55,59575,   ->,159.65.26.180,7363,SR_RA,0,0,3,166,112,2,London
2021-05-18 02:46:56.936600,2.6e-05,tcp,185.220.205.106,51029,   ->,159.65.26.180,7687,S_RA,0,0,2,110,56,1,London
2021-05-18 02:46:57.560269,0.038253,tcp,78.128.113.250,57176,   ->,167.71.64.32,3381,SR_RA,0,0,3,166,112,2,Amsterdam
2021-05-18 02:47:03.934189,0.005051,tcp,92.63.196.128,56554,   ->,167.71.64.32,8829,SR_RA,0,0,3,166,112,2,Amsterdam
2021-05-18 02:47:04.539268,0.03717,tcp,45.134.26.42,59352,   ->,167.99.141.164,54198,SR_RA,0,0,3,166,112,2,Frankfurt
2021-05-18 02:47:04.645816,0.577422,tcp,195.175.17.158,59856,   ->,159.65.26.180,445,S_RA,0,0,4,240,132,2,London
2021-05-18 02:47:05.851032,2.6e-05,tcp,159.65.65.111,50134,   ->,167.71.64.32,7183,S_RA,0,0,2,110,56,1,Amsterdam
2021-05-18 02:47:07.723523,0.046452,tcp,45.134.26.57,59612,   ->,167.71.64.32,51512,SR_RA,0,0,3,166,112,2,Amsterdam
2021-05-18 02:47:12.414159,0.038579,tcp,45.134.26.44,59386,   ->,167.99.141.164,20243,SR_RA,0,0,3,166,112,2,Frankfurt
2021-05-18 02:47:14.097734,0.23245,tcp,47.119.142.49,58748,   ->,159.65.26.180,2376,SR_RA,0,0,3,166,112,2,London
2021-05-18 02:47:15.371936,0.03297,tcp,45.134.26.35,59237,   ->,167.99.141.164,43680,SR_RA,0,0,3,166,112,2,Frankfurt
2021-05-18 02:47:26.987043,0.5774,tcp,192.99.222.103,62079,   ->,159.65.26.180,445,S_RA,0,0,4,240,132,2,London
2021-05-18 02:47:27.351174,0.253116,tcp,185.153.197.32,59105,   ->,159.65.26.180,61023,SR_RA,0,0,3,166,112,2,London
2021-05-18 02:47:27.468004,0.047479,tcp,45.134.26.37,59270,   ->,167.71.64.32,62480,SR_RA,0,0,3,166,112,2,Amsterdam
2021-05-18 02:47:39.290200,0.009842,tcp,92.63.197.61,55929,   ->,159.65.26.180,8378,SR_RA,0,0,3,166,112,2,London
2021-05-18 02:47:39.864684,0.300871,tcp,39.153.246.234,58702,   ->,159.65.26.180,55,SR_RA,0,0,3,166,112,2,London
2021-05-18 02:47:51.152420,0.02137,tcp,92.63.197.53,54961,   ->,167.99.141.164,7742,SR_RA,0,0,3,166,112,2,Frankfurt
2021-05-18 02:47:54.442870,0.073244,tcp,92.63.196.13,48849,   ->,167.99.141.164,45000,SR_RA,0,0,3,166,112,2,Frankfurt
2021-05-18 02:47:58.640677,0.048822,tcp,45.146.164.52,8080,   ->,159.65.26.180,2041,SR_RA,0,0,3,166,112,2,London
2021-05-18 02:47:59.218548,0.055726,tcp,45.134.26.52,59525,   ->,159.65.26.180,35091,SR_RA,0,0,3,166,112,2,London
2021-05-18 02:48:04.151230,0.036131,tcp,45.155.205.223,56186,   ->,167.99.141.164,7392,SR_RA,0,0,3,166,112,2,Frankfurt
2021-05-18 02:48:08.902702,3.1e-05,tcp,185.142.236.38,26200,   ->,159.65.26.180,9045,S_RA,0,0,2,112,58,1,London
2021-05-18 02:48:14.466743,115.627731,tcp,47.108.105.200,20478,   ->,167.71.64.32,23,S_RA,0,0,4,220,112,2,Amsterdam
2021-05-18 02:48:17.095590,2.9e-05,tcp,46.148.20.13,60000,   ->,167.99.141.164,22224,S_RA,40,40,2,110,56,1,Frankfurt
2021-05-18 02:48:21.973752,0.05524,tcp,193.27.228.60,41608,   ->,167.71.64.32,7616,SR_RA,0,0,3,166,112,2,Amsterdam
2021-05-18 02:48:25.133330,2.6e-05,tcp,209.141.55.121,54216,   ->,159.65.26.180,23,S_RA,0,0,2,110,56,1,London
2021-05-18 02:48:33.597501,3e-05,tcp,162.142.125.81,60055,   ->,159.65.26.180,12530,S_RA,0,0,2,112,58,1,London
2021-05-18 02:48:43.638505,3e-05,tcp,74.120.14.66,58943,   ->,167.71.64.32,9211,S_RA,32,32,2,112,58,1,Amsterdam
2021-05-18 02:48:50.569055,0.059398,tcp,185.191.34.205,55527,   ->,159.65.26.180,7396,SR_RA,0,0,3,166,112,2,London
2021-05-18 02:48:53.153081,2.6e-05,tcp,174.138.60.74,61953,   ->,167.71.64.32,9080,S_RA,0,0,2,110,56,1,Amsterdam
2021-05-18 02:48:57.350183,0.052437,tcp,195.54.161.150,51446,   ->,167.99.141.164,25196,SR_RA,0,0,3,166,112,2,Frankfurt
2021-05-18 02:48:57.416534,3.1e-05,tcp,139.155.73.60,43449,   ->,167.99.141.164,8151,S_RA,96,96,2,110,56,1,Frankfurt
2021-05-18 02:48:58.603175,0.242189,tcp,185.41.162.3,58392,   ->,167.99.141.164,49022,SR_RA,0,0,3,166,112,2,Frankfurt
2021-05-18 02:49:02.111541,3.1e-05,tcp,117.220.111.246,21559,   ->,167.71.64.32,23,S_RA,0,0,2,110,56,1,Amsterdam
2021-05-18 02:49:10.833671,0.015837,tcp,92.63.197.61,55929,   ->,167.99.141.164,8348,SR_RA,0,0,3,166,112,2,Frankfurt
2021-05-18 02:49:13.662712,4.4e-05,tcp,192.241.218.106,57767,   ->,167.71.64.32,24196,S_RA,0,0,2,110,56,1,Amsterdam
2021-05-18 02:49:21.022267,0.043592,tcp,45.134.26.33,59196,   ->,167.71.64.32,5840,SR_RA,0,0,3,166,112,2,Amsterdam
2021-05-18 02:49:25.512537,0.041672,tcp,5.188.206.90,8080,   ->,167.71.64.32,3369,SR_RA,0,0,3,166,112,2,Amsterdam
2021-05-18 02:49:35.609912,0.002947,tcp,92.63.197.61,55929,   ->,167.71.64.32,8389,SR_RA,0,0,3,166,112,2,Amsterdam
2021-05-18 02:49:44.619665,3.3e-05,tcp,162.142.125.26,14826,   ->,167.71.64.32,6699,S_RA,0,0,2,112,58,1,Amsterdam
2021-05-18 02:49:49.476534,0.045528,tcp,45.134.26.41,59336,   ->,167.71.64.32,23179,SR_RA,0,0,3,166,112,2,Amsterdam
2021-05-18 02:49:51.300969,0.050609,tcp,45.134.26.47,59438,   ->,167.71.64.32,44263,SR_RA,0,0,3,166,112,2,Amsterdam
2021-05-18 02:49:52.412254,0.037386,tcp,45.134.26.43,59370,   ->,167.99.141.164,51898,SR_RA,0,0,3,166,112,2,Frankfurt
2021-05-18 02:49:52.660251,0.038613,tcp,45.134.26.34,59221,   ->,167.99.141.164,15368,SR_RA,0,0,3,166,112,2,Frankfurt
2021-05-18 02:49:55.124724,3.7e-05,tcp,185.167.96.236,37037,   ->,159.65.26.180,8140,S_RA,0,0,2,110,56,1,London
2021-05-18 02:49:56.829657,0.667011,tcp,190.85.122.108,55103,   ->,159.65.26.180,445,S_RA,0,0,4,240,132,2,London
2021-05-18 02:50:01.769006,2.7e-05,tcp,82.209.131.190,9990,   ->,159.65.26.180,5555,S_RA,0,0,2,110,56,1,London
2021-05-18 02:50:12.016380,0.037959,tcp,45.146.164.64,8080,   ->,167.99.141.164,51866,SR_RA,0,0,3,166,112,2,Frankfurt
2021-05-18 02:50:12.577480,4.2e-05,tcp,119.188.125.237,58662,   ->,159.65.26.180,2375,S_RA,0,0,2,110,56,1,London
2021-05-18 02:50:27.037524,2.5e-05,tcp,36.111.173.89,43368,   ->,167.99.141.164,6379,S_RA,0,0,2,128,74,1,Frankfurt
2021-05-18 02:50:30.439008,0.535203,tcp,104.43.241.200,56217,   ->,159.65.26.180,11111,SR_RA,0,0,3,166,112,2,London
2021-05-18 02:50:31.274655,0.004127,tcp,45.143.203.2,43717,   ->,167.71.64.32,3008,SR_RA,0,0,3,166,112,2,Amsterdam
2021-05-18 02:50:31.338405,0.011112,tcp,92.63.197.86,56335,   ->,159.65.26.180,8635,SR_RA,0,0,3,166,112,2,London
2021-05-18 02:50:31.892848,0.053194,tcp,45.146.164.52,8080,   ->,159.65.26.180,9179,SR_RA,0,0,3,166,112,2,London
2021-05-18 02:50:35.580847,0.030045,tcp,92.63.196.13,48849,   ->,159.65.26.180,13389,SR_RA,0,0,3,166,112,2,London
2021-05-18 02:50:38.121078,0.824003,tcp,119.28.182.221,55947,   ->,159.65.26.180,445,S_RA,104,104,4,240,132,2,London
2021-05-18 02:50:38.543034,0.039954,tcp,185.153.196.58,40148,   ->,167.99.141.164,1723,SR_RA,0,0,3,166,112,2,Frankfurt
2021-05-18 02:50:40.675870,0.654966,tcp,2.132.164.77,58834,   ->,159.65.26.180,445,S_RA,32,32,4,240,132,2,London
2021-05-18 02:50:43.514317,4.2e-05,tcp,185.220.205.196,32794,   ->,167.71.64.32,9051,S_RA,0,0,2,110,56,1,Amsterdam
2021-05-18 02:50:48.653327,0.056951,tcp,195.54.161.150,51446,   ->,167.99.141.164,43285,SR_RA,0,0,3,166,112,2,Frankfurt
2021-05-18 02:50:50.055397,0.092859,tcp,185.153.196.82,56526,   ->,167.99.141.164,3389,SR_RA,0,0,3,166,112,2,Frankfurt
2021-05-18 02:50:57.984523,0.001917,tcp,45.143.203.16,54316,   ->,167.71.64.32,7231,SR_RA,0,0,3,166,112,2,Amsterdam
2021-05-18 02:51:00.097136,0.763464,tcp,125.231.152.14,56768,   ->,159.65.26.180,445,S_RA,0,0,4,240,132,2,London
2021-05-18 02:51:19.622943,2.8e-05,tcp,64.62.197.55,41556,   ->,159.65.26.180,443,S_RA,0,0,2,110,56,1,London
2021-05-18 02:51:23.469712,3.2e-05,tcp,178.128.241.16,45703,   ->,167.99.141.164,1085,S_RA,0,0,2,110,56,1,Frankfurt
2021-05-18 02:51:23.773802,0.608764,tcp,85.133.159.170,63600,   ->,159.65.26.180,445,S_RA,0,0,4,240,132,2,London
2021-05-18 02:51:23.822485,0.055799,tcp,91.223.67.180,59639,   ->,167.71.64.32,16001,SR_RA,0,0,3,166,112,2,Amsterdam
2021-05-18 02:51:25.643637,3.1e-05,tcp,104.238.205.46,80,   ->,167.99.141.164,7973,SA_R,0,0,2,128,74,1,Frankfurt
2021-05-18 02:51:26.167080,2.9e-05,tcp,128.199.195.239,56908,   ->,167.71.64.32,13406,S_RA,0,0,2,110,56,1,Amsterdam
2021-05-18 02:51:28.709020,0.448272,tcp,185.41.162.3,58392,   ->,167.71.64.32,49022,SR_RA,0,0,3,166,112,2,Amsterdam
2021-05-18 02:51:38.871779,3.3e-05,tcp,192.241.215.98,54590,   ->,159.65.26.180,24196,S_RA,0,0,2,110,56,1,London
2021-05-18 02:51:41.055717,0.05652,tcp,45.146.164.210,43903,   ->,159.65.26.180,33881,SR_RA,0,0,3,166,112,2,London
2021-05-18 02:51:41.059498,0.228129,tcp,161.35.48.30,58833,   ->,167.99.141.164,44,SR_RA,0,0,3,166,112,2,Frankfurt
2021-05-18 02:51:44.120693,0.740716,tcp,42.119.83.115,51888,   ->,159.65.26.180,445,S_RA,0,0,4,240,132,2,London
2021-05-18 02:51:47.853760,0.100392,tcp,45.134.26.44,59386,   ->,159.65.26.180,61360,SR_RA,0,0,3,166,112,2,London
2021-05-18 02:51:59.402955,0.420766,tcp,80.85.84.75,54264,   ->,159.65.26.180,5900,SR_RA,0,0,3,166,112,2,London
2021-05-18 02:52:01.337332,0.012511,tcp,92.63.197.61,55929,   ->,159.65.26.180,8383,SR_RA,0,0,3,166,112,2,London
2021-05-18 02:52:04.270938,3.4e-05,tcp,167.172.142.109,61953,   ->,159.65.26.180,8040,S_RA,0,0,2,110,56,1,London
2021-05-18 02:52:04.465577,0.0403,tcp,185.153.199.146,59689,   ->,167.99.141.164,47175,SR_RA,0,0,3,166,112,2,Frankfurt
2021-05-18 02:52:07.586667,3.1e-05,tcp,167.248.133.18,22297,   ->,167.71.64.32,8020,S_RA,0,0,2,112,58,1,Amsterdam
2021-05-18 02:52:09.433793,2.5e-05,tcp,192.241.218.106,43281,   ->,167.99.141.164,24196,S_RA,0,0,2,110,56,1,Frankfurt
2021-05-18 02:52:12.222584,3.1e-05,tcp,143.110.229.252,61953,   ->,167.99.141.164,1941,S_RA,0,0,2,110,56,1,Frankfurt
2021-05-18 02:52:13.631995,0.04875,tcp,45.134.26.37,59270,   ->,167.71.64.32,6788,SR_RA,0,0,3,166,112,2,Amsterdam
2021-05-18 02:52:16.259435,0.14247,tcp,45.145.67.74,59172,   ->,167.71.64.32,2267,SR_RA,0,0,3,166,112,2,Amsterdam
2021-05-18 02:52:20.367292,0.053433,tcp,185.191.34.204,55106,   ->,167.71.64.32,7403,SR_RA,0,0,3,166,112,2,Amsterdam
2021-05-18 02:52:25.119046,2.5e-05,tcp,59.162.182.20,50238,   ->,159.65.26.180,6952,S_RA,32,32,2,110,56,1,London
2021-05-18 02:52:34.255368,0.619585,tcp,31.203.95.138,60917,   ->,159.65.26.180,445,S_RA,0,0,4,240,132,2,London
2021-05-18 02:52:36.435684,0.199811,tcp,161.35.48.30,58833,   ->,167.71.64.32,44,SR_RA,0,0,3,166,112,2,Amsterdam
2021-05-18 02:52:37.310177,0.058996,tcp,195.54.161.150,51446,   ->,167.99.141.164,7476,SR_RA,0,0,3,166,112,2,Frankfurt
2021-05-18 02:52:38.474438,0.051403,tcp,45.134.26.38,59289,   ->,167.71.64.32,2229,SR_RA,0,0,3,166,112,2,Amsterdam
2021-05-18 02:52:43.599705,0.180787,tcp,185.153.199.145,59670,   ->,159.65.26.180,30968,SR_RA,0,0,3,166,112,2,London
2021-05-18 02:52:53.229965,2.7e-05,tcp,68.183.206.206,61953,   ->,159.65.26.180,3012,S_RA,0,0,2,110,56,1,London
2021-05-18 02:52:54.157654,0.044084,tcp,45.146.164.64,8080,   ->,167.71.64.32,9232,SR_RA,0,0,3,166,112,2,Amsterdam
2021-05-18 02:52:56.750494,0.039576,tcp,185.153.197.52,59654,   ->,167.99.141.164,54346,SR_RA,0,0,3,166,112,2,Frankfurt
2021-05-18 02:52:58.349747,0.034531,tcp,5.188.206.18,46983,   ->,167.99.141.164,59715,SR_RA,0,0,3,166,112,2,Frankfurt
2021-05-18 02:53:00.251618,0.04381,tcp,45.134.26.45,59404,   ->,167.99.141.164,11335,SR_RA,0,0,3,166,112,2,Frankfurt
2021-05-18 02:53:04.810920,2.5e-05,tcp,170.130.187.30,49897,   ->,167.99.141.164,51405,S_RA,0,0,2,112,58,1,Frankfurt
2021-05-18 02:53:12.826846,0.468583,tcp,47.98.156.67,59112,   ->,159.65.26.180,2375,SR_RA,0,0,3,166,112,2,London
2021-05-18 02:53:23.494691,0.04698,tcp,45.134.26.33,59196,   ->,167.99.141.164,9540,SR_RA,0,0,3,166,112,2,Frankfurt
2021-05-18 02:53:34.789100,0.038154,tcp,45.134.26.39,59305,   ->,167.99.141.164,6943,SR_RA,0,0,3,166,112,2,Frankfurt
2021-05-18 02:53:35.088814,0.04541,tcp,5.188.206.18,46983,   ->,159.65.26.180,2415,SR_RA,0,0,3,166,112,2,London
2021-05-18 02:53:37.142954,0.701139,tcp,118.70.52.18,65236,   ->,167.99.141.164,445,S_RA,0,0,4,240,132,2,Frankfurt
2021-05-18 02:53:42.344766,3.2e-05,tcp,74.120.14.19,42473,   ->,167.71.64.32,82,S_RA,32,32,2,112,58,1,Amsterdam
2021-05-18 02:53:47.185703,2.4e-05,tcp,122.228.19.80,63180,   ->,159.65.26.180,3351,S_RA,0,0,2,112,58,1,London
2021-05-18 02:54:01.409809,2.9e-05,tcp,61.219.11.153,62182,   ->,167.71.64.32,1900,S_RA,0,0,2,110,56,1,Amsterdam
2021-05-18 02:54:04.584907,2.5e-05,tcp,159.65.46.12,19199,   ->,159.65.26.180,22,S_RA,0,0,2,116,62,1,London
2021-05-18 02:54:05.794989,3e-05,tcp,37.252.69.104,52926,   ->,159.65.26.180,445,S_RA,0,0,2,110,56,1,London
2021-05-18 02:54:15.260341,0.006663,tcp,92.63.197.61,55929,   ->,167.71.64.32,8291,SR_RA,0,0,3,166,112,2,Amsterdam
2021-05-18 02:54:17.298473,0.038496,tcp,45.146.165.173,57385,   ->,167.99.141.164,7376,SR_RA,0,0,3,166,112,2,Frankfurt
2021-05-18 02:54:18.594723,0.057511,tcp,45.146.165.216,59121,   ->,159.65.26.180,59874,SR_RA,0,0,3,166,112,2,London
2021-05-18 02:54:19.126670,0.046235,tcp,194.48.199.78,59095,   ->,159.65.26.180,9071,SR_RA,0,0,3,166,112,2,London
2021-05-18 02:54:40.939780,0.006826,tcp,92.63.197.53,54961,   ->,167.71.64.32,7780,SR_RA,0,0,3,166,112,2,Amsterdam
2021-05-18 02:54:41.363974,0.00257,tcp,45.143.203.15,54137,   ->,167.71.64.32,7190,SR_RA,0,0,3,166,112,2,Amsterdam
2021-05-18 02:54:43.260998,2.9e-05,tcp,89.248.165.202,39828,   ->,159.65.26.180,59005,S_RA,0,0,2,110,56,1,London
2021-05-18 02:54:43.531259,0.002901,tcp,45.143.203.16,54316,   ->,167.71.64.32,7298,SR_RA,0,0,3,166,112,2,Amsterdam
2021-05-18 02:54:43.569824,2.5e-05,tcp,187.153.76.6,12016,   ->,159.65.26.180,23,S_RA,0,0,2,110,56,1,London
2021-05-18 02:54:46.563128,4.794983,tcp,189.126.4.254,80,   ->,159.65.26.180,63070,SA_R,0,0,4,220,112,2,London
2021-05-18 02:54:49.132807,3.3e-05,tcp,162.142.125.175,13717,   ->,167.71.64.32,37968,S_RA,0,0,2,112,58,1,Amsterdam
2021-05-18 02:54:56.229485,3.3e-05,tcp,104.206.128.26,60934,   ->,167.99.141.164,4911,S_RA,0,0,2,112,58,1,Frankfurt
2021-05-18 02:55:04.634325,0.039043,tcp,185.153.199.146,59689,   ->,167.99.141.164,50965,SR_RA,0,0,3,166,112,2,Frankfurt
2021-05-18 02:55:04.977662,0.059879,tcp,45.134.26.45,59404,   ->,167.71.64.32,24490,SR_RA,0,0,3,166,112,2,Amsterdam
2021-05-18 02:55:12.418831,3.1e-05,tcp,167.99.46.99,24707,   ->,167.71.64.32,22,S_RA,0,0,2,116,62,1,Amsterdam
2021-05-18 02:55:18.126741,0.007018,tcp,92.63.197.53,54961,   ->,167.71.64.32,7616,SR_RA,0,0,3,166,112,2,Amsterdam
2021-05-18 02:55:22.981526,3.2e-05,tcp,167.99.46.99,24707,   ->,167.99.141.164,22,S_RA,0,0,2,116,62,1,Frankfurt
2021-05-18 02:55:28.181287,0.066176,tcp,185.191.34.205,55527,   ->,159.65.26.180,7398,SR_RA,0,0,3,166,112,2,London
2021-05-18 02:55:28.551573,2.5e-05,tcp,37.152.187.211,41945,   ->,159.65.26.180,8083,S_RA,0,0,2,110,56,1,London
2021-05-18 02:55:35.570298,0.002923,tcp,92.63.197.55,55209,   ->,167.71.64.32,7845,SR_RA,0,0,3,166,112,2,Amsterdam
2021-05-18 02:55:38.932610,0.170561,tcp,167.99.73.231,59240,   ->,167.71.64.32,6322,SR_RA,0,0,3,166,112,2,Amsterdam
2021-05-18 02:55:39.988063,0.118937,tcp,193.242.145.15,58330,   ->,167.99.141.164,44000,SR_RA,0,0,3,166,112,2,Frankfurt
2021-05-18 02:55:48.378486,2.6e-05,tcp,139.59.235.48,61953,   ->,167.71.64.32,8165,S_RA,0,0,2,110,56,1,Amsterdam
2021-05-18 02:55:48.451646,0.063621,tcp,185.153.199.146,59689,   ->,159.65.26.180,13285,SR_RA,0,0,3,166,112,2,London
2021-05-18 02:55:56.373119,0.017838,tcp,92.63.197.86,56335,   ->,167.99.141.164,8794,SR_RA,0,0,3,166,112,2,Frankfurt
2021-05-18 02:56:05.361532,2.6e-05,tcp,92.118.160.5,34247,   ->,159.65.26.180,3333,S_RA,0,0,2,112,58,1,London
2021-05-18 02:56:05.881007,0.04255,tcp,103.145.13.26,59281,   ->,167.71.64.32,50802,SR_RA,40,40,3,166,112,2,Amsterdam
2021-05-18 02:56:13.991325,3.6e-05,tcp,193.112.104.178,56261,   ->,167.99.141.164,23,S_RA,0,0,2,110,56,1,Frankfurt
2021-05-18 02:56:14.622447,0.017784,tcp,92.63.197.55,55209,   ->,167.99.141.164,7986,SR_RA,0,0,3,166,112,2,Frankfurt
2021-05-18 02:56:15.139102,0.04792,tcp,92.63.197.71,56508,   ->,159.65.26.180,3389,SR_RA,0,0,3,166,112,2,London
2021-05-18 02:56:16.951927,0.057304,tcp,45.134.26.47,59438,   ->,167.71.64.32,55564,SR_RA,0,0,3,166,112,2,Amsterdam
2021-05-18 02:56:18.006548,2.8e-05,tcp,112.126.82.137,59812,   ->,167.71.64.32,6379,S_RA,0,0,2,128,74,1,Amsterdam
2021-05-18 02:56:20.227261,0.594684,tcp,89.232.91.6,52756,   ->,159.65.26.180,445,S_RA,0,0,4,232,124,2,London
2021-05-18 02:56:22.032322,0.057052,tcp,91.223.67.180,59639,   ->,167.71.64.32,2750,SR_RA,0,0,3,166,112,2,Amsterdam
2021-05-18 02:56:33.738815,2.8e-05,tcp,161.35.13.173,61953,   ->,159.65.26.180,3104,S_RA,0,0,2,110,56,1,London
2021-05-18 02:56:43.315894,0.009967,tcp,45.143.203.15,54137,   ->,167.99.141.164,7190,SR_RA,0,0,3,166,112,2,Frankfurt
2021-05-18 02:56:43.471834,0.010057,tcp,45.143.203.2,43717,   ->,167.71.64.32,3255,SR_RA,0,0,3,166,112,2,Amsterdam
2021-05-18 02:56:44.320914,0.02958,tcp,89.248.165.199,45013,   ->,167.99.141.164,2462,SR_RA,0,0,3,166,112,2,Frankfurt
2021-05-18 02:56:46.849697,0.054965,tcp,45.145.67.74,59172,   ->,167.71.64.32,4285,SR_RA,0,0,3,166,112,2,Amsterdam
2021-05-18 02:56:49.688397,0.047672,tcp,45.134.26.47,59438,   ->,167.71.64.32,2585,SR_RA,0,0,3,166,112,2,Amsterdam
2021-05-18 02:56:53.928010,0.055327,tcp,45.134.26.33,59196,   ->,167.71.64.32,50908,SR_RA,0,0,3,166,112,2,Amsterdam
2021-05-18 02:56:54.166544,0.037576,tcp,45.155.205.79,51432,   ->,167.99.141.164,48512,SR_RA,0,0,3,166,112,2,Frankfurt
2021-05-18 02:56:54.197161,0.036658,tcp,45.134.26.33,59196,   ->,167.99.141.164,12366,SR_RA,0,0,3,166,112,2,Frankfurt
2021-05-18 02:56:58.746533,2.9e-05,tcp,159.89.148.253,50116,   ->,159.65.26.180,17771,S_RA,0,0,2,110,56,1,London
2021-05-18 02:56:58.887560,0.037301,tcp,45.134.26.57,59612,   ->,167.99.141.164,11707,SR_RA,0,0,3,166,112,2,Frankfurt
2021-05-18 02:57:01.072506,3.3e-05,tcp,103.96.129.226,51122,   ->,159.65.26.180,6379,S_RA,64,64,2,128,74,1,London
2021-05-18 02:57:04.236527,0.013917,tcp,92.63.197.83,56108,   ->,167.99.141.164,8461,SR_RA,0,0,3,166,112,2,Frankfurt
2021-05-18 02:57:08.720633,0.038536,tcp,195.54.161.150,51446,   ->,167.99.141.164,45299,SR_RA,0,0,3,166,112,2,Frankfurt
2021-05-18 02:57:09.468438,0.005299,tcp,92.63.197.86,56335,   ->,167.71.64.32,8720,SR_RA,0,0,3,166,112,2,Amsterdam
2021-05-18 02:57:10.124576,0.042953,tcp,45.134.26.56,59595,   ->,167.99.141.164,51843,SR_RA,0,0,3,166,112,2,Frankfurt
2021-05-18 02:57:10.500203,0.016249,tcp,92.63.197.61,55929,   ->,167.99.141.164,8218,SR_RA,0,0,3,166,112,2,Frankfurt
2021-05-18 02:57:12.068197,0.038331,tcp,45.134.26.38,59289,   ->,167.99.141.164,45457,SR_RA,0,0,3,166,112,2,Frankfurt
2021-05-18 02:57:13.113428,0.213975,tcp,167.99.73.231,59240,   ->,167.99.141.164,6322,SR_RA,0,0,3,166,112,2,Frankfurt
2021-05-18 02:57:18.607758,0.041911,tcp,185.191.34.206,54566,   ->,167.99.141.164,7413,SR_RA,0,0,3,166,112,2,Frankfurt
2021-05-18 02:57:22.588398,0.054615,tcp,45.146.165.216,59121,   ->,159.65.26.180,40136,SR_RA,0,0,3,166,112,2,London
2021-05-18 02:57:25.796206,2.5e-05,tcp,111.7.96.134,17039,   ->,159.65.26.180,8434,S_RA,0,0,2,120,66,1,London
2021-05-18 02:57:26.601958,0.040417,tcp,45.134.26.55,59575,   ->,167.99.141.164,5340,SR_RA,0,0,3,166,112,2,Frankfurt
2021-05-18 02:57:28.045283,0.038677,tcp,45.134.26.40,59321,   ->,167.99.141.164,1486,SR_RA,0,0,3,166,112,2,Frankfurt
2021-05-18 02:57:29.538751,0.014523,tcp,185.156.73.67,48921,   ->,159.65.26.180,43988,SR_RA,0,0,3,166,112,2,London
2021-05-18 02:57:30.524087,0.071089,tcp,92.63.196.13,48849,   ->,167.71.64.32,33898,SR_RA,0,0,3,166,112,2,Amsterdam
2021-05-18 02:57:34.741557,0.009579,tcp,45.143.203.2,43717,   ->,167.71.64.32,3281,SR_RA,0,0,3,166,112,2,Amsterdam
