SrcAddr,total_flows,total_bytes,total_pkts,total_src_bytes,total_src_pkts,avg_bytes_per_flow,avg_pkts_per_flow,avg_duration,median_duration,n_unique_dports,n_unique_sports,n_unique_dstaddr,n_unique_proto,port_scan_ratio,dst_diversity_ratio,entropy_dport,entropy_dstaddr,entropy_proto,first_seen,last_seen,active_duration_seconds,n_active_hours,flows_per_active_hour,location_mode,bytes_per_pkt,src_bytes_ratio,src_pkts_ratio,total_flows_log1p,total_bytes_log1p,total_pkts_log1p,total_src_bytes_log1p,total_src_pkts_log1p,avg_bytes_per_flow_log1p,avg_pkts_per_flow_log1p,active_duration_seconds_log1p,flows_per_active_hour_log1p,bytes_per_pkt_log1p,iforest_score,iforest_label,hdbscan_cluster,hdbscan_score,hdbscan_label,knn_score,copod_score,lof_score,ensemble_score,anomaly_label_final
152.136.252.134,1,110,2,56,1,110.0,2.0,2.7e-05,2.7e-05,1,1,1,1,1.0,1.0,-0.0,-0.0,-0.0,2021-05-18 21:53:25.951772,2021-05-18 21:53:25.951772,0.0,1,1.0,Frankfurt,55.0,0.509090909090909,0.5,0.6931471805599453,4.709530201312334,1.0986122886681096,4.04305126783455,0.6931471805599453,4.709530201312334,1.0986122886681096,0.0,0.6931471805599453,4.02535169073515,-0.1544440301398431,0,42,0.0,0,0.0,12.69058086566854,1.0,0.0006885953269985944,0
152.136.27.249,1,110,2,56,1,110.0,2.0,3.4e-05,3.4e-05,1,1,1,1,1.0,1.0,-0.0,-0.0,-0.0,2021-05-18 13:03:36.100599,2021-05-18 13:03:36.100599,0.0,1,1.0,Amsterdam,55.0,0.509090909090909,0.5,0.6931471805599453,4.709530201312334,1.0986122886681096,4.04305126783455,0.6931471805599453,4.709530201312334,1.0986122886681096,0.0,0.6931471805599453,4.02535169073515,-0.1515576857355566,0,45,0.0,0,0.0,12.424404868779604,1.0,0.0016356319040327603,0
152.136.96.220,1,110,2,56,1,110.0,2.0,4.5e-05,4.5e-05,1,1,1,1,1.0,1.0,-0.0,-0.0,-0.0,2021-05-18 19:08:16.579304,2021-05-18 19:08:16.579304,0.0,1,1.0,Amsterdam,55.0,0.509090909090909,0.5,0.6931471805599453,4.709530201312334,1.0986122886681096,4.04305126783455,0.6931471805599453,4.709530201312334,1.0986122886681096,0.0,0.6931471805599453,4.02535169073515,-0.1292025449771625,0,-1,0.6666666665416378,0,4.2146848510894035e-08,12.900751772004519,1.2665630876022647,0.1459143580542504,0
152.136.99.20,1,110,2,56,1,110.0,2.0,3.2e-05,3.2e-05,1,1,1,1,1.0,1.0,-0.0,-0.0,-0.0,2021-05-18 17:27:18.907002,2021-05-18 17:27:18.907002,0.0,1,1.0,Frankfurt,55.0,0.509090909090909,0.5,0.6931471805599453,4.709530201312334,1.0986122886681096,4.04305126783455,0.6931471805599453,4.709530201312334,1.0986122886681096,0.0,0.6931471805599453,4.02535169073515,-0.15309592685625234,0,39,0.0,0,0.0,12.235412102457936,1.0,0.0006602593995833399,0
152.193.5.178,5,1200,20,660,10,240.0,4.0,0.5854586,0.58813,1,5,1,1,0.2,0.2,-0.0,-0.0,-0.0,2021-05-18 18:00:16.875603,2021-05-19 00:48:52.428416,24515.552813,4,1.25,London,60.0,0.55,0.5,1.791759469228055,7.0909098220799835,3.044522437723423,6.493753839851687,2.3978952727983707,5.484796933490655,1.6094379124341003,10.107103793421391,0.8109302162163288,4.110873864173311,0.03659447665308602,1,77,0.7802563557051121,0,0.7828858104026974,58.07135931719205,1.0022496321913246,0.310280477797077,1
152.204.128.190,1,240,4,132,2,240.0,4.0,0.718542,0.718542,1,1,1,1,1.0,1.0,-0.0,-0.0,-0.0,2021-05-18 16:41:17.560534,2021-05-18 16:41:17.560534,0.0,1,1.0,London,60.0,0.55,0.5,0.6931471805599453,5.484796933490655,1.6094379124341003,4.890349128221754,1.0986122886681096,5.484796933490655,1.6094379124341003,0.0,0.6931471805599453,4.110873864173311,-0.14591794745636338,0,84,0.4013961605586078,0,3.0514536623153255e-05,19.45248247687516,1.1914997552796864,0.09450334556710406,0
152.250.255.110,1,240,4,132,2,240.0,4.0,0.73035,0.73035,1,1,1,1,1.0,1.0,-0.0,-0.0,-0.0,2021-05-19 01:31:43.892359,2021-05-19 01:31:43.892359,0.0,1,1.0,London,60.0,0.55,0.5,0.6931471805599453,5.484796933490655,1.6094379124341003,4.890349128221754,1.0986122886681096,5.484796933490655,1.6094379124341003,0.0,0.6931471805599453,4.110873864173311,-0.14591794745636338,0,72,0.6276908023482523,0,6.65901733625655e-05,19.61015984453932,1.0536327865564499,0.13998665647382214,0
152.32.144.130,1,128,2,74,1,128.0,2.0,3.3e-05,3.3e-05,1,1,1,1,1.0,1.0,-0.0,-0.0,-0.0,2021-05-18 20:00:15.023919,2021-05-18 20:00:15.023919,0.0,1,1.0,Frankfurt,64.0,0.578125,0.5,0.6931471805599453,4.859812404361672,1.0986122886681096,4.31748811353631,0.6931471805599453,4.859812404361672,1.0986122886681096,0.0,0.6931471805599453,4.174387269895637,-0.13953814717552088,0,25,0.0,0,0.0,14.252795696579305,1.0,0.009757250010592345,0
152.32.189.205,2,220,4,112,2,110.0,2.0,3.7500000000000003e-05,3.7500000000000003e-05,2,2,2,1,1.0,1.0,1.0,1.0,-0.0,2021-05-18 02:20:01.641280,2021-05-19 00:36:16.639092,80174.997812,2,1.0,Frankfurt,55.0,0.509090909090909,0.5,1.0986122886681096,5.3981627015177525,1.6094379124341003,4.727387818712341,1.0986122886681096,4.709530201312334,1.0986122886681096,11.291979469909544,0.6931471805599453,4.02535169073515,-0.0535312070297746,0,69,0.7777462345232232,0,1.1717535404986759,29.777770990431776,1.8411693776152098,0.2287487254579991,0
152.67.44.79,3,330,6,168,3,110.0,2.0,3.366666666666667e-05,3.3e-05,1,1,1,1,0.3333333333333333,0.3333333333333333,-0.0,-0.0,-0.0,2021-05-18 16:21:12.347600,2021-05-18 19:18:54.350758,10662.003158,3,1.0,Amsterdam,55.0,0.509090909090909,0.5,1.3862943611198906,5.802118375377063,1.9459101490553132,5.1298987149230735,1.3862943611198906,4.709530201312334,1.0986122886681096,9.274535380182442,0.6931471805599453,4.02535169073515,-0.0602816668870188,0,-1,0.07160999836438664,0,1.8724191395585266,27.493557807275682,1.1700218917222158,0.08227980865477351,0
152.70.214.182,1,330,6,168,3,330.0,6.0,70.064903,70.064903,1,1,1,1,1.0,1.0,-0.0,-0.0,-0.0,2021-05-19 00:31:06.103619,2021-05-19 00:31:06.103619,0.0,1,1.0,London,55.0,0.509090909090909,0.5,0.6931471805599453,5.802118375377063,1.9459101490553132,5.1298987149230735,1.3862943611198906,5.802118375377063,1.9459101490553132,0.0,0.6931471805599453,4.02535169073515,0.0037070729923568413,1,-1,0.056243064214892634,0,2.594847168025575,35.724400962577626,5.544726888074839,0.12144831417128714,0
153.127.77.68,1,166,3,112,2,166.0,3.0,0.259295,0.259295,1,1,1,1,1.0,1.0,-0.0,-0.0,-0.0,2021-05-18 09:35:41.527973,2021-05-18 09:35:41.527973,0.0,1,1.0,London,55.333333333333336,0.6746987951807228,0.6666666666666666,0.6931471805599453,5.117993812416755,1.3862943611198906,4.727387818712341,1.0986122886681096,5.117993812416755,1.3862943611198906,0.0,0.6931471805599453,4.0312864262549635,-0.08063865565628675,0,2,0.0,0,0.0001989862122018224,19.772386177753674,0.9755134615740021,0.04466218113462113,0
154.101.161.8,1,356,6,194,3,356.0,6.0,1.267934,1.267934,1,1,1,1,1.0,1.0,-0.0,-0.0,-0.0,2021-05-19 01:27:59.895975,2021-05-19 01:27:59.895975,0.0,1,1.0,Frankfurt,59.333333333333336,0.5449438202247191,0.5,0.6931471805599453,5.877735781779639,1.9459101490553132,5.272999558563747,1.3862943611198906,5.877735781779639,1.9459101490553132,0.0,0.6931471805599453,4.099884742597716,-0.07504825369773266,0,7,0.22272863368707377,0,0.0006438713007312785,32.89622688275265,1.049236096303987,0.11044614915040821,0
154.115.33.211,2,704,12,380,6,352.0,6.0,1.4211005,1.4211005,2,2,2,1,1.0,1.0,1.0,1.0,-0.0,2021-05-18 11:21:14.985775,2021-05-18 21:59:07.189649,38272.203874,2,1.0,Frankfurt,58.666666666666664,0.5397727272727273,0.5,1.0986122886681096,6.558197802812269,2.5649493574615367,5.942799375126701,1.9459101490553132,5.8664680569332965,1.9459101490553132,10.552505292553459,0.6931471805599453,4.088773517172645,0.05822875602876654,1,-1,0.09748017899674566,0,3.7072950204743154,54.519898039790725,1.2171345193520762,0.18323555859617002,0
154.160.14.52,2,240,4,132,2,120.0,2.0,2.8e-05,2.8e-05,1,2,1,1,0.5,0.5,-0.0,-0.0,-0.0,2021-05-18 17:52:17.460008,2021-05-18 17:52:18.071589,0.611581,1,2.0,London,60.0,0.55,0.5,1.0986122886681096,5.484796933490655,1.6094379124341003,4.890349128221754,1.0986122886681096,4.795790545596741,1.0986122886681096,0.47721568473962117,1.0986122886681096,4.110873864173311,-0.08490570540033093,0,75,0.43270111176883985,0,0.0035733161989261407,23.29786212453332,1.0693434120085912,0.1342632265469575,0
154.160.22.135,2,240,4,132,2,120.0,2.0,3.0999999999999995e-05,3.0999999999999995e-05,1,2,1,1,0.5,0.5,-0.0,-0.0,-0.0,2021-05-18 13:05:07.317590,2021-05-18 13:05:07.973045,0.655455,1,2.0,London,60.0,0.55,0.5,1.0986122886681096,5.484796933490655,1.6094379124341003,4.890349128221754,1.0986122886681096,4.795790545596741,1.0986122886681096,0.504075895515518,1.0986122886681096,4.110873864173311,-0.08481299632249956,0,75,0.04329418904760413,0,0.0015672091737786765,23.068837515958414,1.0001494260733552,0.056095415507588994,0
154.179.213.231,1,240,4,132,2,240.0,4.0,0.560833,0.560833,1,1,1,1,1.0,1.0,-0.0,-0.0,-0.0,2021-05-19 01:10:31.367132,2021-05-19 01:10:31.367132,0.0,1,1.0,London,60.0,0.55,0.5,0.6931471805599453,5.484796933490655,1.6094379124341003,4.890349128221754,1.0986122886681096,5.484796933490655,1.6094379124341003,0.0,0.6931471805599453,4.110873864173311,-0.1426012158798703,0,61,0.0,0,1.486517614261173e-05,17.998368527381118,0.9688096230227329,0.013678825420801646,0
154.224.108.178,1,128,2,74,1,128.0,2.0,3.2e-05,3.2e-05,1,1,1,1,1.0,1.0,-0.0,-0.0,-0.0,2021-05-18 06:47:05.821861,2021-05-18 06:47:05.821861,0.0,1,1.0,Frankfurt,64.0,0.578125,0.5,0.6931471805599453,4.859812404361672,1.0986122886681096,4.31748811353631,0.6931471805599453,4.859812404361672,1.0986122886681096,0.0,0.6931471805599453,4.174387269895637,-0.1419677453175181,0,19,0.0,0,0.0,14.249803356376763,1.0,0.008637080300046309,0
154.224.134.218,1,384,6,222,3,384.0,6.0,1.969725,1.969725,1,1,1,1,1.0,1.0,-0.0,-0.0,-0.0,2021-05-18 11:15:15.110380,2021-05-18 11:15:15.110380,0.0,1,1.0,Frankfurt,64.0,0.578125,0.5,0.6931471805599453,5.953243334287785,1.9459101490553132,5.407171771460119,1.3862943611198906,5.953243334287785,1.9459101490553132,0.0,0.6931471805599453,4.174387269895637,-0.022608541425508277,0,6,0.0,0,0.06846100014267081,40.44795715382949,1.0037942265553077,0.1008362325223217,0
154.224.223.163,1,132,2,78,1,132.0,2.0,2.9e-05,2.9e-05,1,1,1,1,1.0,1.0,-0.0,-0.0,-0.0,2021-05-18 21:22:29.373125,2021-05-18 21:22:29.373125,0.0,1,1.0,Frankfurt,66.0,0.5909090909090909,0.5,0.6931471805599453,4.890349128221754,1.0986122886681096,4.3694478524670215,0.6931471805599453,4.890349128221754,1.0986122886681096,0.0,0.6931471805599453,4.204692619390966,-0.10200676017832833,0,11,0.0,0,0.0,18.554704152437647,0.5535310583309186,0.03311524672077894,0
154.225.131.75,1,128,2,74,1,128.0,2.0,3e-05,3e-05,1,1,1,1,1.0,1.0,-0.0,-0.0,-0.0,2021-05-18 21:03:45.512828,2021-05-18 21:03:45.512828,0.0,1,1.0,Frankfurt,64.0,0.578125,0.5,0.6931471805599453,4.859812404361672,1.0986122886681096,4.31748811353631,0.6931471805599453,4.859812404361672,1.0986122886681096,0.0,0.6931471805599453,4.174387269895637,-0.1429813742028958,0,27,0.0,0,0.0,14.324787841989663,1.0,0.008278193454327488,0
154.225.134.240,1,128,2,74,1,128.0,2.0,3.7e-05,3.7e-05,1,1,1,1,1.0,1.0,-0.0,-0.0,-0.0,2021-05-18 15:06:43.165490,2021-05-18 15:06:43.165490,0.0,1,1.0,Frankfurt,64.0,0.578125,0.5,0.6931471805599453,4.859812404361672,1.0986122886681096,4.31748811353631,0.6931471805599453,4.859812404361672,1.0986122886681096,0.0,0.6931471805599453,4.174387269895637,-0.13111602694823454,0,18,0.0,0,0.0,14.761575702062707,59.84139328901025,0.014349313182465944,0
154.225.156.159,1,132,2,78,1,132.0,2.0,2.8e-05,2.8e-05,1,1,1,1,1.0,1.0,-0.0,-0.0,-0.0,2021-05-18 11:41:48.701407,2021-05-18 11:41:48.701407,0.0,1,1.0,Frankfurt,66.0,0.5909090909090909,0.5,0.6931471805599453,4.890349128221754,1.0986122886681096,4.3694478524670215,0.6931471805599453,4.890349128221754,1.0986122886681096,0.0,0.6931471805599453,4.204692619390966,-0.10293961618394765,0,12,0.0,0,0.0,18.661163406642032,1.0,0.03283823454491316,0
154.225.157.18,1,128,2,74,1,128.0,2.0,3e-05,3e-05,1,1,1,1,1.0,1.0,-0.0,-0.0,-0.0,2021-05-18 10:08:34.419305,2021-05-18 10:08:34.419305,0.0,1,1.0,Frankfurt,64.0,0.578125,0.5,0.6931471805599453,4.859812404361672,1.0986122886681096,4.31748811353631,0.6931471805599453,4.859812404361672,1.0986122886681096,0.0,0.6931471805599453,4.174387269895637,-0.1429813742028958,0,27,0.0,0,0.0,14.324787841989663,1.0,0.008278193454327488,0
154.225.220.249,1,128,2,74,1,128.0,2.0,3.1e-05,3.1e-05,1,1,1,1,1.0,1.0,-0.0,-0.0,-0.0,2021-05-18 14:41:08.583003,2021-05-18 14:41:08.583003,0.0,1,1.0,Frankfurt,64.0,0.578125,0.5,0.6931471805599453,4.859812404361672,1.0986122886681096,4.31748811353631,0.6931471805599453,4.859812404361672,1.0986122886681096,0.0,0.6931471805599453,4.174387269895637,-0.1428396591106757,0,26,0.0,0,0.0,14.275228248610148,1.0,0.00827278008312126,0
154.225.232.213,1,128,2,74,1,128.0,2.0,2.7e-05,2.7e-05,1,1,1,1,1.0,1.0,-0.0,-0.0,-0.0,2021-05-18 14:52:21.880404,2021-05-18 14:52:21.880404,0.0,1,1.0,Frankfurt,64.0,0.578125,0.5,0.6931471805599453,4.859812404361672,1.0986122886681096,4.31748811353631,0.6931471805599453,4.859812404361672,1.0986122886681096,0.0,0.6931471805599453,4.174387269895637,-0.1423650987320666,0,21,0.0,0,0.0,14.704972119587369,1.0,0.009102095019475048,0
154.225.73.226,1,132,2,78,1,132.0,2.0,2.5e-05,2.5e-05,1,1,1,1,1.0,1.0,-0.0,-0.0,-0.0,2021-05-18 07:45:51.780023,2021-05-18 07:45:51.780023,0.0,1,1.0,Frankfurt,66.0,0.5909090909090909,0.5,0.6931471805599453,4.890349128221754,1.0986122886681096,4.3694478524670215,0.6931471805599453,4.890349128221754,1.0986122886681096,0.0,0.6931471805599453,4.204692619390966,-0.10050120380022909,0,14,0.0,0,0.0,19.811269129211677,1.0,0.035594325543549354,0
154.226.214.181,2,528,8,312,4,264.0,4.0,1.319547,1.319547,2,2,1,1,1.0,0.5,1.0,-0.0,-0.0,2021-05-18 19:29:21.793138,2021-05-18 22:52:01.836717,12160.043579,2,1.0,Frankfurt,66.0,0.5909090909090909,0.5,1.0986122886681096,6.270988431858299,2.1972245773362196,5.746203190540153,1.6094379124341003,5.579729825986222,1.6094379124341003,9.405992972479226,0.6931471805599453,4.204692619390966,-0.00817444351767821,0,-1,0.06092509840448236,0,2.6203997609346947,49.99179886517852,36.44590769995146,0.13726463962994048,0
154.226.92.187,1,792,12,468,6,792.0,12.0,2.573782,2.573782,1,1,1,1,1.0,1.0,-0.0,-0.0,-0.0,2021-05-18 21:36:31.030215,2021-05-18 21:36:31.030215,0.0,1,1.0,Frankfurt,66.0,0.5909090909090909,0.5,0.6931471805599453,6.675823221634848,2.5649493574615367,6.150602768446279,1.9459101490553132,6.675823221634848,2.5649493574615367,0.0,0.6931471805599453,4.204692619390966,0.09159697172649495,1,-1,0.2863639207446352,0,3.3185768176141694,62.95734770394,1.3744828610599549,0.24772645658671172,0
154.227.157.229,1,396,6,234,3,396.0,6.0,4.729457,4.729457,1,1,1,1,1.0,1.0,-0.0,-0.0,-0.0,2021-05-18 20:25:47.685255,2021-05-18 20:25:47.685255,0.0,1,1.0,Frankfurt,66.0,0.5909090909090909,0.5,0.6931471805599453,5.983936280687191,1.9459101490553132,5.459585514144159,1.3862943611198906,5.983936280687191,1.9459101490553132,0.0,0.6931471805599453,4.204692619390966,0.0031164105359141603,1,6,0.6680092422967595,0,0.5112111976636121,45.816064673681154,0.9873144701381886,0.2545905715054794,0
154.228.173.30,1,396,6,234,3,396.0,6.0,2.559552,2.559552,1,1,1,1,1.0,1.0,-0.0,-0.0,-0.0,2021-05-18 05:05:41.061601,2021-05-18 05:05:41.061601,0.0,1,1.0,Frankfurt,66.0,0.5909090909090909,0.5,0.6931471805599453,5.983936280687191,1.9459101490553132,5.459585514144159,1.3862943611198906,5.983936280687191,1.9459101490553132,0.0,0.6931471805599453,4.204692619390966,-0.003700003536907137,0,6,0.6559380728637091,0,0.5076086904309165,45.157902706507635,0.9882559567393165,0.24810356846430875,0
154.228.193.81,1,128,2,74,1,128.0,2.0,3.2e-05,3.2e-05,1,1,1,1,1.0,1.0,-0.0,-0.0,-0.0,2021-05-18 08:16:26.540593,2021-05-18 08:16:26.540593,0.0,1,1.0,Frankfurt,64.0,0.578125,0.5,0.6931471805599453,4.859812404361672,1.0986122886681096,4.31748811353631,0.6931471805599453,4.859812404361672,1.0986122886681096,0.0,0.6931471805599453,4.174387269895637,-0.1419677453175181,0,19,0.0,0,0.0,14.249803356376763,1.0,0.008637080300046309,0
154.228.229.52,2,264,4,156,2,132.0,2.0,2.75e-05,2.75e-05,1,2,1,1,0.5,0.5,-0.0,-0.0,-0.0,2021-05-18 03:49:36.573481,2021-05-18 03:56:35.784668,419.211187,1,2.0,Frankfurt,66.0,0.5909090909090909,0.5,1.0986122886681096,5.579729825986222,1.6094379124341003,5.056245805348308,1.0986122886681096,4.890349128221754,1.0986122886681096,6.040757411093162,1.0986122886681096,4.204692619390966,-0.05430935744476556,0,-1,0.16220276260678068,0,1.1234110218608493,31.45476307210421,2.096120649901818,0.10759178799072974,0
154.228.23.23,2,512,8,296,4,256.0,4.0,13.485023,13.485023,1,2,1,1,0.5,0.5,-0.0,-0.0,-0.0,2021-05-18 11:47:40.488255,2021-05-18 11:50:11.039671,150.551416,1,2.0,Frankfurt,64.0,0.578125,0.5,1.0986122886681096,6.240275845170769,2.1972245773362196,5.6937321388027,1.6094379124341003,5.54907608489522,1.6094379124341003,5.020924946911169,1.0986122886681096,4.174387269895637,-0.010200944771374232,0,76,0.8944323472713781,0,1.1955209964853513,48.79571444561767,5.901258283393076,0.29907986492181426,1
154.228.56.146,1,132,2,78,1,132.0,2.0,2.7e-05,2.7e-05,1,1,1,1,1.0,1.0,-0.0,-0.0,-0.0,2021-05-18 15:51:38.693754,2021-05-18 15:51:38.693754,0.0,1,1.0,Frankfurt,66.0,0.5909090909090909,0.5,0.6931471805599453,4.890349128221754,1.0986122886681096,4.3694478524670215,0.6931471805599453,4.890349128221754,1.0986122886681096,0.0,0.6931471805599453,4.204692619390966,-0.10192184947491495,0,12,0.0,0,0.0,18.84742912827209,1.0,0.03357067402443512,0
154.229.119.45,1,132,2,78,1,132.0,2.0,2.4e-05,2.4e-05,1,1,1,1,1.0,1.0,-0.0,-0.0,-0.0,2021-05-18 08:45:42.887036,2021-05-18 08:45:42.887036,0.0,1,1.0,Frankfurt,66.0,0.5909090909090909,0.5,0.6931471805599453,4.890349128221754,1.0986122886681096,4.3694478524670215,0.6931471805599453,4.890349128221754,1.0986122886681096,0.0,0.6931471805599453,4.204692619390966,-0.09942171169053421,0,14,0.0,0,4.2146848510894035e-08,20.725211627684562,445.3894861603603,0.03739032541637077,0
154.229.189.159,1,132,2,78,1,132.0,2.0,3e-05,3e-05,1,1,1,1,1.0,1.0,-0.0,-0.0,-0.0,2021-05-18 04:15:25.115791,2021-05-18 04:15:25.115791,0.0,1,1.0,Frankfurt,66.0,0.5909090909090909,0.5,0.6931471805599453,4.890349128221754,1.0986122886681096,4.3694478524670215,0.6931471805599453,4.890349128221754,1.0986122886681096,0.0,0.6931471805599453,4.204692619390966,-0.10187209901235977,0,11,0.0,0,0.0,18.467244850674383,38.74966782939085,0.033052679740844804,0
154.229.199.15,1,128,2,74,1,128.0,2.0,3.3e-05,3.3e-05,1,1,1,1,1.0,1.0,-0.0,-0.0,-0.0,2021-05-18 11:03:57.584045,2021-05-18 11:03:57.584045,0.0,1,1.0,Frankfurt,64.0,0.578125,0.5,0.6931471805599453,4.859812404361672,1.0986122886681096,4.31748811353631,0.6931471805599453,4.859812404361672,1.0986122886681096,0.0,0.6931471805599453,4.174387269895637,-0.13953814717552088,0,25,0.0,0,0.0,14.252795696579305,1.0,0.009757250010592345,0
154.229.68.160,1,132,2,78,1,132.0,2.0,2.6e-05,2.6e-05,1,1,1,1,1.0,1.0,-0.0,-0.0,-0.0,2021-05-18 16:20:11.879419,2021-05-18 16:20:11.879419,0.0,1,1.0,Frankfurt,66.0,0.5909090909090909,0.5,0.6931471805599453,4.890349128221754,1.0986122886681096,4.3694478524670215,0.6931471805599453,4.890349128221754,1.0986122886681096,0.0,0.6931471805599453,4.204692619390966,-0.10093444044804739,0,13,0.0,0,0.0,19.20109900135651,1.0,0.034527317841544926,0
154.229.9.254,1,132,2,78,1,132.0,2.0,2.9e-05,2.9e-05,1,1,1,1,1.0,1.0,-0.0,-0.0,-0.0,2021-05-18 18:48:31.836688,2021-05-18 18:48:31.836688,0.0,1,1.0,Frankfurt,66.0,0.5909090909090909,0.5,0.6931471805599453,4.890349128221754,1.0986122886681096,4.3694478524670215,0.6931471805599453,4.890349128221754,1.0986122886681096,0.0,0.6931471805599453,4.204692619390966,-0.10200676017832833,0,11,0.0,0,0.0,18.554704152437647,0.5535310583309186,0.03311524672077894,0
154.230.120.101,1,132,2,78,1,132.0,2.0,2.5e-05,2.5e-05,1,1,1,1,1.0,1.0,-0.0,-0.0,-0.0,2021-05-18 16:54:36.045817,2021-05-18 16:54:36.045817,0.0,1,1.0,Frankfurt,66.0,0.5909090909090909,0.5,0.6931471805599453,4.890349128221754,1.0986122886681096,4.3694478524670215,0.6931471805599453,4.890349128221754,1.0986122886681096,0.0,0.6931471805599453,4.204692619390966,-0.10050120380022909,0,14,0.0,0,0.0,19.811269129211677,1.0,0.035594325543549354,0
154.230.136.211,2,260,4,152,2,130.0,2.0,2.9e-05,2.9e-05,1,2,1,1,0.5,0.5,-0.0,-0.0,-0.0,2021-05-18 13:25:16.622652,2021-05-18 13:56:26.409379,1869.786727,1,2.0,Frankfurt,65.0,0.5846153846153846,0.5,1.0986122886681096,5.564520407322694,1.6094379124341003,5.030437921392435,1.0986122886681096,4.875197323201151,1.0986122886681096,7.534114331000819,1.0986122886681096,4.189654742026425,-0.06040913498152878,0,-1,0.32244558980927396,0,1.4122534135959908,31.28325112528829,2.2716756951377888,0.1370516593574047,0
154.230.147.38,1,132,2,78,1,132.0,2.0,3.3e-05,3.3e-05,1,1,1,1,1.0,1.0,-0.0,-0.0,-0.0,2021-05-18 05:10:35.888522,2021-05-18 05:10:35.888522,0.0,1,1.0,Frankfurt,66.0,0.5909090909090909,0.5,0.6931471805599453,4.890349128221754,1.0986122886681096,4.3694478524670215,0.6931471805599453,4.890349128221754,1.0986122886681096,0.0,0.6931471805599453,4.204692619390966,-0.09904337500693422,0,-1,0.49999999982570414,0,0.0,18.395252705264028,1.4943521318224993,0.13424952685640565,0
154.230.174.2,1,132,2,78,1,132.0,2.0,2.4e-05,2.4e-05,1,1,1,1,1.0,1.0,-0.0,-0.0,-0.0,2021-05-18 17:07:09.012583,2021-05-18 17:07:09.012583,0.0,1,1.0,Frankfurt,66.0,0.5909090909090909,0.5,0.6931471805599453,4.890349128221754,1.0986122886681096,4.3694478524670215,0.6931471805599453,4.890349128221754,1.0986122886681096,0.0,0.6931471805599453,4.204692619390966,-0.09942171169053421,0,14,0.0,0,4.2146848510894035e-08,20.725211627684562,445.3894861603603,0.03739032541637077,0
154.230.187.224,1,128,2,74,1,128.0,2.0,3.2e-05,3.2e-05,1,1,1,1,1.0,1.0,-0.0,-0.0,-0.0,2021-05-18 10:31:13.054914,2021-05-18 10:31:13.054914,0.0,1,1.0,Frankfurt,64.0,0.578125,0.5,0.6931471805599453,4.859812404361672,1.0986122886681096,4.31748811353631,0.6931471805599453,4.859812404361672,1.0986122886681096,0.0,0.6931471805599453,4.174387269895637,-0.1419677453175181,0,19,0.0,0,0.0,14.249803356376763,1.0,0.008637080300046309,0
154.230.192.90,2,264,4,156,2,132.0,2.0,2.95e-05,2.95e-05,2,2,1,1,1.0,0.5,1.0,-0.0,-0.0,2021-05-18 19:22:45.719468,2021-05-18 19:31:46.079592,540.360124,1,2.0,Frankfurt,66.0,0.5909090909090909,0.5,1.0986122886681096,5.579729825986222,1.6094379124341003,5.056245805348308,1.0986122886681096,4.890349128221754,1.0986122886681096,6.2940847209767,1.0986122886681096,4.204692619390966,-0.04129629761912823,0,-1,0.0775975498040999,0,1.9535478027362123,33.54121968327217,1.8836278564038218,0.10092896981095803,0
154.230.203.7,1,264,4,156,2,264.0,4.0,2.249504,2.249504,1,1,1,1,1.0,1.0,-0.0,-0.0,-0.0,2021-05-18 21:54:18.050762,2021-05-18 21:54:18.050762,0.0,1,1.0,Frankfurt,66.0,0.5909090909090909,0.5,0.6931471805599453,5.579729825986222,1.6094379124341003,5.056245805348308,1.0986122886681096,5.579729825986222,1.6094379124341003,0.0,0.6931471805599453,4.204692619390966,-0.06604969575235953,0,5,0.9691565607320747,0,0.4967191601179357,33.39062199948771,11.377329288125818,0.26535286398788144,0
154.230.221.252,1,132,2,78,1,132.0,2.0,3.1e-05,3.1e-05,1,1,1,1,1.0,1.0,-0.0,-0.0,-0.0,2021-05-18 23:58:18.130746,2021-05-18 23:58:18.130746,0.0,1,1.0,Frankfurt,66.0,0.5909090909090909,0.5,0.6931471805599453,4.890349128221754,1.0986122886681096,4.3694478524670215,0.6931471805599453,4.890349128221754,1.0986122886681096,0.0,0.6931471805599453,4.204692619390966,-0.10155418672819738,0,11,1.3455295563547385e-10,0,0.0,18.41768525729487,1.54730768642611,0.03312819167380625,0
154.230.239.88,1,128,2,74,1,128.0,2.0,2.5e-05,2.5e-05,1,1,1,1,1.0,1.0,-0.0,-0.0,-0.0,2021-05-18 04:26:28.511056,2021-05-18 04:26:28.511056,0.0,1,1.0,Frankfurt,64.0,0.578125,0.5,0.6931471805599453,4.859812404361672,1.0986122886681096,4.31748811353631,0.6931471805599453,4.859812404361672,1.0986122886681096,0.0,0.6931471805599453,4.174387269895637,-0.14113821774804286,0,28,0.0,0,0.0,15.668812120526955,1.0,0.011036750543103702,0
