StartTime,Dur,Proto,SrcAddr,Sport,Dir,DstAddr,Dport,State,sTos,dTos,TotPkts,TotBytes,SrcBytes,SrcPkts
2021/05/18 02:02:22.251555,0.010909,tcp,89.248.165.204,44109,   ->,167.71.64.32,6447,SR_RA,0,0,3,166,112,2
2021/05/18 02:02:23.322669,0.000026,tcp,46.148.20.13,60000,   ->,167.71.64.32,22224,S_RA,40,40,2,110,56,1
2021/05/18 02:02:40.661417,0.155395,tcp,64.227.118.85,55989,   ->,167.71.64.32,1985,SR_RA,0,0,3,166,112,2
2021/05/18 02:02:45.750495,0.048478,tcp,92.63.196.13,48849,   ->,167.71.64.32,51595,SR_RA,0,0,3,166,112,2
2021/05/18 02:02:47.763792,0.247191,tcp,45.119.80.23,55469,   ->,167.71.64.32,1987,SR_RA,0,0,3,166,112,2
2021/05/18 02:02:52.787184,0.000027,tcp,161.35.54.153,61953,   ->,167.71.64.32,8183,S_RA,0,0,2,110,56,1
2021/05/18 02:03:05.076790,0.000034,tcp,143.137.206.243,60787,   ->,167.71.64.32,445,S_RA,0,0,2,120,66,1
2021/05/18 02:03:07.375876,0.049984,tcp,45.134.26.34,59221,   ->,167.71.64.32,40051,SR_RA,0,0,3,166,112,2
2021/05/18 02:03:08.062076,0.060130,tcp,45.145.67.74,59172,   ->,167.71.64.32,8518,SR_RA,0,0,3,166,112,2
2021/05/18 02:03:11.333100,0.046155,tcp,45.134.26.37,59270,   ->,167.71.64.32,29538,SR_RA,0,0,3,166,112,2
2021/05/18 02:03:41.809088,0.000036,tcp,121.5.66.217,41459,   ->,167.71.64.32,17438,S_RA,96,96,2,110,56,1
2021/05/18 02:03:57.927824,0.000034,tcp,167.248.133.93,41502,   ->,167.71.64.32,53483,S_RA,0,0,2,112,58,1
2021/05/18 02:04:09.637038,0.046850,tcp,193.27.228.59,41528,   ->,167.71.64.32,7370,SR_RA,0,0,3,166,112,2
2021/05/18 02:04:38.680976,0.049348,tcp,45.134.26.48,59457,   ->,167.71.64.32,44104,SR_RA,0,0,3,166,112,2
2021/05/18 02:04:40.473656,0.049352,tcp,45.134.26.37,59270,   ->,167.71.64.32,64597,SR_RA,0,0,3,166,112,2
2021/05/18 02:04:48.809042,0.080239,tcp,193.242.145.15,58330,   ->,167.71.64.32,33033,SR_RA,0,0,3,166,112,2
2021/05/18 02:04:49.891349,0.050841,tcp,45.146.164.64,8080,   ->,167.71.64.32,6155,SR_RA,0,0,3,166,112,2
2021/05/18 02:04:50.516362,0.056390,tcp,45.134.26.55,59575,   ->,167.71.64.32,37697,SR_RA,0,0,3,166,112,2
2021/05/18 02:04:51.524808,0.045190,tcp,45.134.26.35,59237,   ->,167.71.64.32,4341,SR_RA,0,0,3,166,112,2
2021/05/18 02:04:52.816784,3307.183105,udp,51.91.154.181,500,   ->,167.71.64.32,500,REQ,0,,1103,478702,478702,1103
2021/05/18 02:05:01.297858,0.000031,tcp,167.172.142.109,61953,   ->,167.71.64.32,8040,S_RA,0,0,2,110,56,1
2021/05/18 02:05:07.845560,0.000036,tcp,167.248.133.89,44062,   ->,167.71.64.32,9446,S_RA,0,0,2,112,58,1
2021/05/18 02:05:13.150291,0.007253,tcp,89.248.165.200,40274,   ->,167.71.64.32,3398,SR_RA,0,0,3,166,112,2
2021/05/18 02:05:20.502632,0.000026,tcp,81.68.93.5,44745,   ->,167.71.64.32,15849,S_RA,104,104,2,110,56,1
2021/05/18 02:05:23.044594,0.000027,tcp,185.173.35.33,59925,   ->,167.71.64.32,2443,S_RA,64,64,2,112,58,1
2021/05/18 02:05:26.926758,0.733861,tcp,45.155.205.127,51418,   ->,167.71.64.32,14707,SR_RA,0,0,3,166,112,2
2021/05/18 02:06:11.209517,0.000042,udp,193.107.216.183,5088,   ->,167.71.64.32,5060,INT,0,,1,450,450,1
2021/05/18 02:06:15.554199,0.000043,tcp,192.241.215.188,39172,   ->,167.71.64.32,25,S_RA,0,0,2,110,56,1
2021/05/18 02:06:21.775025,0.000028,tcp,159.89.145.255,50122,   ->,167.71.64.32,8787,S_RA,0,0,2,110,56,1
2021/05/18 02:06:57.694486,0.046756,tcp,45.146.164.50,8080,   ->,167.71.64.32,20048,SR_RA,0,0,3,166,112,2
2021/05/18 02:07:09.206905,0.000035,tcp,8.136.195.135,56388,   ->,167.71.64.32,2376,S_RA,0,0,2,110,56,1
2021/05/18 02:07:22.991813,0.000031,tcp,200.233.230.232,28224,   ->,167.71.64.32,23,S_RA,0,0,2,112,58,1
2021/05/18 02:07:30.514603,0.000040,udp,163.172.221.207,43169,   ->,167.71.64.32,123,INT,0,,1,234,234,1
2021/05/18 02:07:46.145863,0.050018,tcp,45.134.26.51,59508,   ->,167.71.64.32,42757,SR_RA,0,0,3,166,112,2
2021/05/18 02:07:48.117536,0.000029,tcp,185.220.205.196,53336,   ->,167.71.64.32,27017,S_RA,0,0,2,110,56,1
2021/05/18 02:07:55.119320,0.049759,tcp,45.134.26.46,59420,   ->,167.71.64.32,52510,SR_RA,0,0,3,166,112,2
2021/05/18 02:08:04.004536,0.054153,tcp,185.153.199.145,59670,   ->,167.71.64.32,41059,SR_RA,0,0,3,166,112,2
2021/05/18 02:08:04.234254,0.000025,tcp,162.142.125.79,61180,   ->,167.71.64.32,8805,S_RA,0,0,2,112,58,1
2021/05/18 02:08:27.803982,0.000035,tcp,198.199.74.179,61953,   ->,167.71.64.32,873,S_RA,0,0,2,110,56,1
2021/05/18 02:08:33.101440,0.052347,tcp,185.153.199.146,59689,   ->,167.71.64.32,15204,SR_RA,0,0,3,166,112,2
2021/05/18 02:08:51.245754,0.000033,udp,37.49.230.190,59980,   ->,167.71.64.32,161,INT,0,,1,77,77,1
2021/05/18 02:08:53.102647,0.046325,tcp,45.134.26.34,59221,   ->,167.71.64.32,50111,SR_RA,0,0,3,166,112,2
2021/05/18 02:09:06.565360,0.052516,tcp,45.146.165.216,59121,   ->,167.71.64.32,64888,SR_RA,0,0,3,166,112,2
2021/05/18 02:09:25.182028,0.000025,tcp,64.62.197.46,52115,   ->,167.71.64.32,8443,S_RA,0,0,2,110,56,1
2021/05/18 02:10:28.217677,0.045597,tcp,185.153.197.32,59105,   ->,167.71.64.32,6663,SR_RA,0,0,3,166,112,2
2021/05/18 02:10:31.172275,0.050533,tcp,45.134.26.37,59270,   ->,167.71.64.32,63744,SR_RA,0,0,3,166,112,2
2021/05/18 02:10:39.326641,0.052966,tcp,45.134.26.56,59595,   ->,167.71.64.32,10132,SR_RA,0,0,3,166,112,2
2021/05/18 02:10:46.421796,0.000052,tcp,122.228.19.80,40692,   ->,167.71.64.32,11001,S_RA,0,0,2,112,58,1
2021/05/18 02:10:55.506150,0.049594,tcp,193.27.228.58,59468,   ->,167.71.64.32,7333,SR_RA,0,0,3,166,112,2
2021/05/18 02:11:22.120042,0.085079,tcp,193.242.145.14,58728,   ->,167.71.64.32,13398,SR_RA,0,0,3,166,112,2
2021/05/18 02:11:23.304037,0.049865,tcp,45.134.26.49,59474,   ->,167.71.64.32,15157,SR_RA,0,0,3,166,112,2
2021/05/18 02:11:46.891666,0.000027,tcp,104.238.205.46,80,   ->,167.71.64.32,40196,SA_R,0,0,2,128,74,1
2021/05/18 02:11:54.210882,0.005170,tcp,45.143.203.2,43717,   ->,167.71.64.32,3048,SR_RA,0,0,3,166,112,2
2021/05/18 02:12:00.352669,0.058457,tcp,45.143.200.46,48530,   ->,167.71.64.32,9690,SR_RA,0,0,3,166,112,2
2021/05/18 02:12:03.709920,0.056460,tcp,185.191.34.213,53484,   ->,167.71.64.32,7429,SR_RA,0,0,3,166,112,2
2021/05/18 02:12:09.748874,0.000035,tcp,64.62.197.114,49868,   ->,167.71.64.32,443,S_RA,0,0,2,110,56,1
2021/05/18 02:12:29.652090,0.043823,tcp,45.146.164.52,8080,   ->,167.71.64.32,5243,SR_RA,0,0,3,166,112,2
2021/05/18 02:12:39.243619,0.066469,tcp,92.63.196.13,48849,   ->,167.71.64.32,45000,SR_RA,0,0,3,166,112,2
2021/05/18 02:12:51.727516,0.000026,tcp,24.151.228.186,46335,   ->,167.71.64.32,22,S_RA,0,0,2,128,74,1
2021/05/18 02:12:55.197098,0.000026,tcp,206.166.251.147,45423,   ->,167.71.64.32,8080,S_RA,0,0,2,110,56,1
2021/05/18 02:13:07.845359,0.000006,tcp,167.248.133.86,18994,   ->,167.71.64.32,10026,S_RA,0,0,2,112,58,1
2021/05/18 02:13:15.873926,2586.083496,tcp,146.56.203.227,40519,   ->,167.71.64.32,23,S_RA,0,0,4,220,112,2
2021/05/18 02:13:20.601939,0.000052,udp,51.83.177.22,59564,   ->,167.71.64.32,1900,INT,0,,1,71,71,1
2021/05/18 02:13:45.979729,0.000033,tcp,74.120.14.23,25789,   ->,167.71.64.32,5683,S_RA,32,32,2,112,58,1
2021/05/18 02:14:28.812490,0.000036,tcp,46.101.100.227,53049,   ->,167.71.64.32,32527,S_RA,0,0,2,110,56,1
2021/05/18 02:14:45.547622,0.057336,tcp,91.223.67.180,59639,   ->,167.71.64.32,23492,SR_RA,0,0,3,166,112,2
2021/05/18 02:14:57.033707,0.079761,tcp,45.134.26.53,59541,   ->,167.71.64.32,10478,SR_RA,0,0,3,166,112,2
2021/05/18 02:15:06.145133,0.000040,tcp,192.241.221.56,34394,   ->,167.71.64.32,32920,S_RA,0,0,2,110,56,1
2021/05/18 02:15:15.234243,0.253330,tcp,185.153.197.52,59654,   ->,167.71.64.32,2503,SR_RA,0,0,3,166,112,2
2021/05/18 02:15:18.958643,0.000032,tcp,74.120.14.16,9213,   ->,167.71.64.32,443,S_RA,32,32,2,112,58,1
2021/05/18 02:15:23.974396,0.000038,udp,89.248.172.16,16984,   ->,167.71.64.32,5006,INT,16,,1,83,83,1
2021/05/18 02:15:41.711248,0.000040,udp,205.185.114.54,58066,   ->,167.71.64.32,3702,INT,0,,1,56,56,1
2021/05/18 02:15:42.183820,0.043486,tcp,193.27.228.59,41528,   ->,167.71.64.32,7434,SR_RA,0,0,3,166,112,2
2021/05/18 02:15:52.022907,0.042291,tcp,103.145.13.26,51258,   ->,167.71.64.32,5038,SR_RA,40,40,3,166,112,2
2021/05/18 02:16:01.003496,0.000031,udp,146.88.240.4,48774,   ->,167.71.64.32,47808,INT,0,,1,59,59,1
2021/05/18 02:16:03.399746,0.051613,tcp,45.134.26.56,59595,   ->,167.71.64.32,24991,SR_RA,0,0,3,166,112,2
2021/05/18 02:16:11.673369,0.000033,tcp,167.172.249.162,56864,   ->,167.71.64.32,37022,S_RA,0,0,2,110,56,1
2021/05/18 02:16:13.785152,0.012956,tcp,89.248.165.199,45013,   ->,167.71.64.32,2477,SR_RA,0,0,3,166,112,2
2021/05/18 02:16:14.296250,0.000033,tcp,92.118.160.5,63769,   ->,167.71.64.32,52311,S_RA,0,0,2,112,58,1
2021/05/18 02:16:28.667805,0.162728,tcp,45.145.67.74,59172,   ->,167.71.64.32,4191,SR_RA,0,0,3,166,112,2
2021/05/18 02:16:55.725559,0.051221,tcp,45.134.26.50,59491,   ->,167.71.64.32,7459,SR_RA,0,0,3,166,112,2
2021/05/18 02:17:04.061230,0.036143,tcp,193.57.40.49,57949,   ->,167.71.64.32,2567,SR_RA,0,0,3,166,112,2
2021/05/18 02:17:11.757412,0.065942,tcp,92.63.197.74,48529,   ->,167.71.64.32,9284,SR_RA,0,0,3,166,112,2
2021/05/18 02:17:14.355131,0.051990,tcp,45.134.26.57,59612,   ->,167.71.64.32,53965,SR_RA,0,0,3,166,112,2
2021/05/18 02:17:14.669783,0.075216,tcp,194.26.29.166,47014,   ->,167.71.64.32,3001,SR_RA,0,0,3,166,112,2
2021/05/18 02:17:16.384316,0.050373,tcp,87.251.70.87,53306,   ->,167.71.64.32,10443,SR_RA,0,0,3,166,112,2
2021/05/18 02:17:43.803967,0.000035,tcp,80.82.77.240,64344,   ->,167.71.64.32,2377,S_RA,0,0,2,110,56,1
2021/05/18 02:17:56.329288,0.044970,tcp,45.134.26.34,59221,   ->,167.71.64.32,8700,SR_RA,0,0,3,166,112,2
2021/05/18 02:18:28.937837,0.000031,tcp,206.189.8.130,57014,   ->,167.71.64.32,27017,S_RA,0,0,2,110,56,1
2021/05/18 02:18:31.159748,0.048997,tcp,45.134.26.55,59575,   ->,167.71.64.32,50861,SR_RA,0,0,3,166,112,2
2021/05/18 02:18:36.244201,0.000029,tcp,159.65.145.191,61953,   ->,167.71.64.32,8062,S_RA,32,32,2,110,56,1
2021/05/18 02:18:46.501426,0.261378,tcp,34.93.51.123,40911,   ->,167.71.64.32,9200,SR_RA,0,0,3,166,112,2
2021/05/18 02:18:51.112976,0.053551,tcp,185.191.34.206,54566,   ->,167.71.64.32,7411,SR_RA,0,0,3,166,112,2
2021/05/18 02:19:08.377201,0.052077,tcp,45.134.26.46,59420,   ->,167.71.64.32,11102,SR_RA,0,0,3,166,112,2
2021/05/18 02:19:30.827579,0.047522,tcp,185.153.199.145,59670,   ->,167.71.64.32,43690,SR_RA,0,0,3,166,112,2
2021/05/18 02:19:44.897667,0.022677,tcp,37.49.229.219,56089,   ->,167.71.64.32,5060,SR_RA,0,0,3,166,112,2
2021/05/18 02:20:13.450616,0.000027,tcp,92.118.161.45,53667,   ->,167.71.64.32,111,S_RA,0,0,2,112,58,1
2021/05/18 02:20:21.295799,0.000029,tcp,118.168.82.156,64564,   ->,167.71.64.32,23,S_RA,0,0,2,112,58,1
2021/05/18 02:20:37.797866,0.112992,tcp,45.134.26.33,59196,   ->,167.71.64.32,61438,SR_RA,0,0,3,166,112,2
2021/05/18 02:20:40.411675,0.045640,tcp,45.155.205.223,56186,   ->,167.71.64.32,7390,SR_RA,0,0,3,166,112,2
2021/05/18 02:21:03.288594,0.000033,tcp,192.241.220.144,58059,   ->,167.71.64.32,32920,S_RA,0,0,2,110,56,1
2021/05/18 02:21:16.917834,0.000026,tcp,45.235.196.250,42666,   ->,167.71.64.32,20849,S_RA,0,0,2,110,56,1
2021/05/18 02:21:29.781272,0.002256,tcp,45.143.203.17,54570,   ->,167.71.64.32,7548,SR_RA,0,0,3,166,112,2
2021/05/18 02:22:08.793663,0.048276,tcp,45.146.164.106,56950,   ->,167.71.64.32,9061,SR_RA,0,0,3,166,112,2
2021/05/18 02:22:11.375423,0.044257,tcp,89.248.165.204,44109,   ->,167.71.64.32,6457,SR_RA,0,0,3,166,112,2
2021/05/18 02:22:11.575108,0.000035,tcp,162.142.125.128,52418,   ->,167.71.64.32,22,S_RA,0,0,2,128,74,1
2021/05/18 02:22:11.609894,0.000035,tcp,162.142.125.128,49950,   ->,167.71.64.32,2222,S_RA,0,0,2,128,74,1
2021/05/18 02:22:11.610568,0.000021,tcp,162.142.125.128,13574,   ->,167.71.64.32,2223,S_RA,0,0,2,128,74,1
2021/05/18 02:22:32.562304,0.051031,tcp,45.134.26.47,59438,   ->,167.71.64.32,43257,SR_RA,0,0,3,166,112,2
2021/05/18 02:22:34.221989,0.129176,tcp,185.193.91.166,48508,   ->,167.71.64.32,8101,SR_RA,0,0,3,166,112,2
2021/05/18 02:22:35.512316,0.535868,tcp,195.54.161.151,51453,   ->,167.71.64.32,25453,SR_RA,0,0,3,166,112,2
2021/05/18 02:22:51.063720,0.000043,tcp,162.142.125.86,62053,   ->,167.71.64.32,51201,S_RA,0,0,2,112,58,1
2021/05/18 02:22:54.257130,0.044029,tcp,194.26.29.166,47014,   ->,167.71.64.32,3007,SR_RA,0,0,3,166,112,2
2021/05/18 02:23:26.654099,0.040334,tcp,5.188.206.90,8080,   ->,167.71.64.32,3581,SR_RA,0,0,3,166,112,2
2021/05/18 02:23:36.079481,0.123204,tcp,35.203.79.214,57946,   ->,167.71.64.32,27017,SR_RA,0,0,3,166,112,2
2021/05/18 02:24:14.498798,0.000030,tcp,167.99.189.198,61953,   ->,167.71.64.32,7999,S_RA,0,0,2,110,56,1
2021/05/18 02:24:25.619950,0.020880,tcp,89.248.165.199,45013,   ->,167.71.64.32,2479,SR_RA,0,0,3,166,112,2
2021/05/18 02:24:45.212658,0.045255,tcp,45.134.26.49,59474,   ->,167.71.64.32,53936,SR_RA,0,0,3,166,112,2
2021/05/18 02:24:58.955089,0.053410,tcp,45.134.26.40,59321,   ->,167.71.64.32,40196,SR_RA,0,0,3,166,112,2
2021/05/18 02:25:16.522506,0.000034,tcp,113.227.174.158,59378,   ->,167.71.64.32,8080,S_RA,0,0,2,128,74,1
2021/05/18 02:25:17.802585,0.000028,tcp,89.248.174.3,50599,   ->,167.71.64.32,22,S_RA,0,0,2,110,56,1
2021/05/18 02:25:19.240684,0.051256,tcp,45.134.26.56,59595,   ->,167.71.64.32,27050,SR_RA,0,0,3,166,112,2
2021/05/18 02:25:27.904527,0.113112,tcp,45.143.200.46,48530,   ->,167.71.64.32,9790,SR_RA,0,0,3,166,112,2
2021/05/18 02:25:48.304678,0.000035,udp,170.130.187.6,52853,   ->,167.71.64.32,5060,INT,0,,1,408,408,1
2021/05/18 02:26:11.051869,0.000033,tcp,162.142.125.27,63405,   ->,167.71.64.32,25,S_RA,0,0,2,112,58,1
2021/05/18 02:26:34.193957,0.000031,udp,203.159.80.142,44860,   ->,167.71.64.32,123,INT,0,,1,56,56,1
2021/05/18 02:26:42.350036,0.000034,tcp,89.248.165.202,58928,   ->,167.71.64.32,59005,S_RA,0,0,2,110,56,1
2021/05/18 02:26:45.971862,0.000025,tcp,81.70.244.70,57124,   ->,167.71.64.32,6379,S_RA,0,0,2,128,74,1
2021/05/18 02:26:46.887262,0.265862,tcp,134.209.94.207,56884,   ->,167.71.64.32,30,SR_RA,0,0,3,166,112,2
2021/05/18 02:27:24.124686,0.017636,tcp,195.201.96.123,57571,   ->,167.71.64.32,47022,SR_RA,0,0,3,166,112,2
2021/05/18 02:27:43.692330,0.046010,tcp,5.188.206.18,46983,   ->,167.71.64.32,4686,SR_RA,0,0,3,166,112,2
2021/05/18 02:28:07.749814,0.047199,tcp,45.134.26.34,59221,   ->,167.71.64.32,45496,SR_RA,0,0,3,166,112,2
2021/05/18 02:28:14.095654,0.036414,tcp,194.48.199.78,56852,   ->,167.71.64.32,9069,SR_RA,0,0,3,166,112,2
2021/05/18 02:28:14.672425,0.046149,tcp,45.146.164.211,57055,   ->,167.71.64.32,8081,SR_RA,0,0,3,166,112,2
2021/05/18 02:28:42.567028,0.040906,tcp,92.63.197.74,48529,   ->,167.71.64.32,9133,SR_RA,0,0,3,166,112,2
2021/05/18 02:28:45.342464,0.057040,tcp,185.191.34.205,55527,   ->,167.71.64.32,7398,SR_RA,0,0,3,166,112,2
2021/05/18 02:29:05.369443,0.074483,tcp,167.99.248.146,57616,   ->,167.71.64.32,9000,SR_RA,0,0,3,166,112,2
2021/05/18 02:29:13.067088,0.000029,tcp,125.64.94.136,40411,   ->,167.71.64.32,5656,S_RA,0,0,2,110,56,1
2021/05/18 02:29:16.479486,0.007951,tcp,45.143.203.2,43717,   ->,167.71.64.32,3225,SR_RA,0,0,3,166,112,2
2021/05/18 02:29:21.077043,0.000029,tcp,89.248.168.51,39076,   ->,167.71.64.32,88,S_RA,0,0,2,110,56,1
2021/05/18 02:29:38.035556,196.354736,udp,135.148.104.128,7777,   ->,167.71.64.32,57387,INT,0,,2,274,274,2
2021/05/18 02:29:38.035834,196.355179,udp,135.148.104.128,7777,   ->,167.71.64.32,61427,INT,0,,6,336,336,6
2021/05/18 02:29:42.798189,0.000032,tcp,74.120.14.17,57843,   ->,167.71.64.32,8088,S_RA,32,32,2,112,58,1
2021/05/18 02:30:00.839516,0.049438,tcp,45.134.26.44,59386,   ->,167.71.64.32,48390,SR_RA,0,0,3,166,112,2
2021/05/18 02:30:03.753708,0.035607,tcp,92.63.197.74,48529,   ->,167.71.64.32,9227,SR_RA,0,0,3,166,112,2
2021/05/18 02:30:21.425589,0.007109,tcp,92.63.197.53,54961,   ->,167.71.64.32,7665,SR_RA,0,0,3,166,112,2
2021/05/18 02:30:25.057201,0.003606,tcp,45.143.203.17,54570,   ->,167.71.64.32,7463,SR_RA,0,0,3,166,112,2
2021/05/18 02:30:31.693396,0.050428,tcp,45.146.164.50,8080,   ->,167.71.64.32,3074,SR_RA,0,0,3,166,112,2
2021/05/18 02:30:32.203544,0.000033,tcp,192.241.218.172,52411,   ->,167.71.64.32,22,S_RA,0,0,2,110,56,1
2021/05/18 02:30:50.054341,0.083476,tcp,92.63.196.13,48849,   ->,167.71.64.32,15000,SR_RA,0,0,3,166,112,2
2021/05/18 02:30:50.173082,0.002288,tcp,92.63.197.53,54961,   ->,167.71.64.32,7656,SR_RA,0,0,3,166,112,2
2021/05/18 02:30:56.262578,0.043541,tcp,45.134.26.56,59595,   ->,167.71.64.32,4403,SR_RA,0,0,3,166,112,2
2021/05/18 02:31:04.197829,0.047398,tcp,45.146.164.152,8080,   ->,167.71.64.32,12342,SR_RA,0,0,3,166,112,2
2021/05/18 02:31:19.234819,0.052163,tcp,45.134.26.34,59221,   ->,167.71.64.32,31337,SR_RA,0,0,3,166,112,2
2021/05/18 02:31:25.071779,0.000037,udp,146.88.240.4,38882,   ->,167.71.64.32,19,INT,0,,1,56,56,1
2021/05/18 02:32:15.048303,0.000028,tcp,185.200.118.57,60307,   ->,167.71.64.32,1723,S_RA,0,0,2,110,56,1
2021/05/18 02:32:28.259005,0.054144,tcp,193.27.229.86,59157,   ->,167.71.64.32,3753,SR_RA,0,0,3,166,112,2
2021/05/18 02:32:49.891659,0.000027,tcp,47.107.147.76,40418,   ->,167.71.64.32,23383,S_RA,0,0,2,110,56,1
2021/05/18 02:32:56.007413,0.120216,tcp,85.119.151.252,57974,   ->,167.71.64.32,3128,SR_RA,0,0,3,166,112,2
2021/05/18 02:32:56.267566,0.052390,tcp,85.119.151.252,57974,   ->,167.71.64.32,1080,SR_RA,0,0,3,166,112,2
2021/05/18 02:32:57.228474,0.057174,tcp,85.119.151.252,57974,   ->,167.71.64.32,4203,SR_RA,0,0,3,166,112,2
2021/05/18 02:32:57.344029,0.051907,tcp,85.119.151.252,57974,   ->,167.71.64.32,8080,SR_RA,0,0,3,166,112,2
2021/05/18 02:33:03.777334,0.051703,tcp,45.134.26.40,59321,   ->,167.71.64.32,53791,SR_RA,0,0,3,166,112,2
2021/05/18 02:33:16.960215,0.051206,tcp,45.134.26.57,59612,   ->,167.71.64.32,63019,SR_RA,0,0,3,166,112,2
2021/05/18 02:33:43.681408,0.003345,tcp,92.63.197.83,56108,   ->,167.71.64.32,8453,SR_RA,0,0,3,166,112,2
2021/05/18 02:34:03.436612,0.055126,tcp,193.27.228.61,41846,   ->,167.71.64.32,7737,SR_RA,0,0,3,166,112,2
2021/05/18 02:34:03.476990,0.000029,tcp,51.75.52.127,26200,   ->,167.71.64.32,8861,S_RA,16,16,2,112,58,1
2021/05/18 02:35:04.663572,0.011580,tcp,89.248.165.199,45013,   ->,167.71.64.32,2467,SR_RA,0,0,3,166,112,2
2021/05/18 02:35:13.459353,0.051912,tcp,45.134.26.38,59289,   ->,167.71.64.32,32502,SR_RA,0,0,3,166,112,2
2021/05/18 02:35:15.685885,0.000027,tcp,139.59.30.76,61953,   ->,167.71.64.32,8053,S_RA,32,32,2,110,56,1
2021/05/18 02:35:18.224482,0.053349,tcp,91.223.67.180,59639,   ->,167.71.64.32,63288,SR_RA,0,0,3,166,112,2
2021/05/18 02:35:25.517481,0.044032,tcp,45.134.26.36,59252,   ->,167.71.64.32,10138,SR_RA,0,0,3,166,112,2
2021/05/18 02:35:30.600380,0.000037,tcp,192.241.217.162,48994,   ->,167.71.64.32,4433,S_RA,0,0,2,110,56,1
2021/05/18 02:35:32.517523,0.134964,tcp,185.193.91.166,48508,   ->,167.71.64.32,8110,SR_RA,0,0,3,166,112,2
2021/05/18 02:35:35.245515,0.000030,udp,193.46.255.122,5157,   ->,167.71.64.32,5080,INT,0,,1,457,457,1
2021/05/18 02:35:37.326654,0.001495,tcp,92.63.196.33,55677,   ->,167.71.64.32,11111,SR_RA,0,0,3,166,112,2
2021/05/18 02:35:38.392457,0.046272,tcp,45.134.26.37,59270,   ->,167.71.64.32,1547,SR_RA,0,0,3,166,112,2
2021/05/18 02:35:47.594626,0.047768,tcp,45.146.164.52,8080,   ->,167.71.64.32,1394,SR_RA,0,0,3,166,112,2
2021/05/18 02:35:50.568738,0.043992,tcp,45.134.26.50,59491,   ->,167.71.64.32,904,SR_RA,0,0,3,166,112,2
2021/05/18 02:36:43.638867,0.004138,tcp,45.143.203.15,54137,   ->,167.71.64.32,7011,SR_RA,0,0,3,166,112,2
2021/05/18 02:36:57.411788,0.055602,tcp,45.134.26.33,59196,   ->,167.71.64.32,3292,SR_RA,0,0,3,166,112,2
