StartTime,Dur,Proto,SrcAddr,Sport,Dir,DstAddr,Dport,State,sTos,dTos,TotPkts,TotBytes,SrcBytes,SrcPkts
2021/05/18 02:04:05.967501,0.037217,tcp,45.155.205.80,51425,   ->,167.99.141.164,13172,SR_RA,0,0,3,166,112,2
2021/05/18 02:04:29.249646,0.000023,tcp,162.142.125.171,64241,   ->,167.99.141.164,31225,S_RA,0,0,2,112,58,1
2021/05/18 02:04:57.372174,0.044726,tcp,185.191.34.212,51877,   ->,167.99.141.164,7454,SR_RA,0,0,3,166,112,2
2021/05/18 02:04:59.174124,0.113082,tcp,91.223.67.180,59639,   ->,167.99.141.164,10556,SR_RA,0,0,3,166,112,2
2021/05/18 02:05:13.066272,0.000033,tcp,46.101.142.73,61953,   ->,167.99.141.164,8002,S_RA,0,0,2,110,56,1
2021/05/18 02:05:14.841672,0.000026,tcp,87.13.16.107,14495,   ->,167.99.141.164,23,S_RA,0,0,2,112,58,1
2021/05/18 02:05:26.889819,0.122381,tcp,64.227.118.85,55989,   ->,167.99.141.164,1985,SR_RA,0,0,3,166,112,2
2021/05/18 02:05:46.789789,3253.210205,arp,167.99.128.1,,  who,167.99.141.164,,CON,,,4,204,120,2
2021/05/18 02:05:47.177434,0.000031,tcp,150.158.178.63,42622,   ->,167.99.141.164,15309,S_RA,104,104,2,110,56,1
2021/05/18 02:05:47.681231,0.778829,tcp,36.154.108.244,22721,   ->,167.99.141.164,1433,S_RA,0,0,4,240,132,2
2021/05/18 02:06:15.287297,0.038206,tcp,45.134.26.51,59508,   ->,167.99.141.164,38715,SR_RA,0,0,3,166,112,2
2021/05/18 02:06:19.411075,0.037869,tcp,45.146.165.216,59121,   ->,167.99.141.164,8431,SR_RA,0,0,3,166,112,2
2021/05/18 02:06:20.699722,0.013634,tcp,92.63.197.86,56335,   ->,167.99.141.164,8634,SR_RA,0,0,3,166,112,2
2021/05/18 02:06:34.017198,0.000038,tcp,120.92.89.30,45877,   ->,167.99.141.164,8470,S_RA,0,0,2,110,56,1
2021/05/18 02:06:38.762380,0.000036,tcp,162.142.125.169,18224,   ->,167.99.141.164,25478,S_RA,0,0,2,112,58,1
2021/05/18 02:06:43.861188,0.000028,tcp,74.120.14.94,57027,   ->,167.99.141.164,30021,S_RA,32,32,2,112,58,1
2021/05/18 02:06:47.383051,0.779141,tcp,124.105.89.195,53692,   ->,167.99.141.164,445,S_RA,0,0,4,240,132,2
2021/05/18 02:06:50.165915,0.000026,tcp,222.137.120.34,51129,   ->,167.99.141.164,52869,S_RA,0,0,2,128,74,1
2021/05/18 02:07:04.739282,0.000040,udp,146.88.240.4,45755,   ->,167.99.141.164,3283,INT,0,,1,56,56,1
2021/05/18 02:07:04.752591,0.059861,tcp,45.146.164.149,57127,   ->,167.99.141.164,9254,SR_RA,0,0,3,166,112,2
2021/05/18 02:07:05.050169,0.000033,tcp,102.83.152.142,57898,   ->,167.99.141.164,554,S_RA,72,72,2,132,78,1
2021/05/18 02:07:12.444534,0.000027,tcp,64.62.197.219,56658,   ->,167.99.141.164,8443,S_RA,0,0,2,110,56,1
2021/05/18 02:07:38.707800,0.043136,tcp,45.155.205.80,51425,   ->,167.99.141.164,63344,SR_RA,0,0,3,166,112,2
2021/05/18 02:07:40.906096,0.038472,tcp,45.134.26.44,59386,   ->,167.99.141.164,64258,SR_RA,0,0,3,166,112,2
2021/05/18 02:08:01.885009,1.030444,tcp,37.48.179.59,23288,   ->,167.99.141.164,554,S_RA,0,0,4,256,148,2
2021/05/18 02:08:03.882691,0.000027,tcp,37.48.179.59,23297,   ->,167.99.141.164,554,S_RA,0,0,2,128,74,1
2021/05/18 02:08:27.650689,0.000027,tcp,138.197.138.103,61953,   ->,167.99.141.164,8086,S_RA,0,0,2,110,56,1
2021/05/18 02:08:28.419141,0.037860,tcp,45.134.26.37,59270,   ->,167.99.141.164,5195,SR_RA,0,0,3,166,112,2
2021/05/18 02:08:39.416966,0.023027,tcp,185.156.73.67,48921,   ->,167.99.141.164,43863,SR_RA,0,0,3,166,112,2
2021/05/18 02:08:50.216379,0.015028,tcp,92.63.197.86,56335,   ->,167.99.141.164,8691,SR_RA,0,0,3,166,112,2
2021/05/18 02:08:54.988110,0.013192,tcp,92.63.197.61,55929,   ->,167.99.141.164,8277,SR_RA,0,0,3,166,112,2
2021/05/18 02:08:57.998993,0.000025,tcp,12.156.112.9,41814,   ->,167.99.141.164,1433,S_RA,0,0,2,110,56,1
2021/05/18 02:09:05.952953,0.000038,udp,37.49.230.190,59980,   ->,167.99.141.164,161,INT,0,,1,77,77,1
2021/05/18 02:09:32.340672,0.000039,udp,51.15.146.240,5104,   ->,167.99.141.164,5060,INT,0,,1,449,449,1
2021/05/18 02:09:52.297073,0.037926,tcp,45.146.164.51,8080,   ->,167.99.141.164,5087,SR_RA,0,0,3,166,112,2
2021/05/18 02:09:54.240879,0.000027,tcp,89.248.165.202,56462,   ->,167.99.141.164,58005,S_RA,0,0,2,110,56,1
2021/05/18 02:09:58.021273,0.013924,tcp,92.63.197.55,55209,   ->,167.99.141.164,7857,SR_RA,0,0,3,166,112,2
2021/05/18 02:09:59.274888,0.000045,tcp,209.141.52.133,50660,   ->,167.99.141.164,80,S_RA,0,0,2,112,58,1
2021/05/18 02:10:08.088655,0.015600,tcp,92.63.197.86,56335,   ->,167.99.141.164,8791,SR_RA,0,0,3,166,112,2
2021/05/18 02:10:16.093184,0.000025,tcp,192.241.215.188,51288,   ->,167.99.141.164,25,S_RA,0,0,2,110,56,1
2021/05/18 02:10:45.991010,0.047897,tcp,185.191.34.205,55527,   ->,167.99.141.164,7398,SR_RA,0,0,3,166,112,2
2021/05/18 02:10:54.568269,0.000030,tcp,5.125.138.167,30142,   ->,167.99.141.164,554,S_RA,72,72,2,128,74,1
2021/05/18 02:11:29.888292,0.054601,tcp,185.191.34.213,53484,   ->,167.99.141.164,7431,SR_RA,0,0,3,166,112,2
2021/05/18 02:11:39.868231,0.075016,tcp,45.134.26.57,59612,   ->,167.99.141.164,30070,SR_RA,0,0,3,166,112,2
2021/05/18 02:11:42.256475,0.048491,tcp,45.155.205.79,51432,   ->,167.99.141.164,50043,SR_RA,0,0,3,166,112,2
2021/05/18 02:12:19.425774,31.573032,udp,37.120.212.140,9562,   ->,167.99.141.164,5060,INT,0,,11,6556,6556,11
2021/05/18 02:12:23.865722,0.052266,tcp,45.155.205.79,51432,   ->,167.99.141.164,5890,SR_RA,0,0,3,166,112,2
2021/05/18 02:12:29.817506,0.049354,tcp,45.134.26.51,59508,   ->,167.99.141.164,33234,SR_RA,0,0,3,166,112,2
2021/05/18 02:12:32.144717,0.000026,tcp,74.120.14.66,21333,   ->,167.99.141.164,885,S_RA,32,32,2,112,58,1
2021/05/18 02:12:36.995726,0.038425,tcp,45.146.164.210,43903,   ->,167.99.141.164,33817,SR_RA,0,0,3,166,112,2
2021/05/18 02:12:44.283072,0.046538,tcp,45.134.26.51,59508,   ->,167.99.141.164,8481,SR_RA,0,0,3,166,112,2
2021/05/18 02:12:44.942802,0.000027,tcp,192.241.221.56,56925,   ->,167.99.141.164,32920,S_RA,0,0,2,110,56,1
2021/05/18 02:13:08.215336,0.000027,tcp,104.131.16.68,42697,   ->,167.99.141.164,3551,S_RA,0,0,2,110,56,1
2021/05/18 02:13:13.296609,0.000029,tcp,185.167.96.236,48148,   ->,167.99.141.164,3283,S_RA,0,0,2,110,56,1
2021/05/18 02:13:24.046718,0.000026,tcp,206.189.156.20,61953,   ->,167.99.141.164,5632,S_RA,0,0,2,110,56,1
2021/05/18 02:13:24.542769,0.000029,tcp,167.99.167.114,43557,   ->,167.99.141.164,4961,S_RA,0,0,2,110,56,1
2021/05/18 02:13:38.133714,0.040428,tcp,45.134.26.49,59474,   ->,167.99.141.164,55505,SR_RA,0,0,3,166,112,2
2021/05/18 02:14:08.703931,0.044153,tcp,45.155.205.79,51432,   ->,167.99.141.164,38263,SR_RA,0,0,3,166,112,2
2021/05/18 02:14:18.150495,0.041529,tcp,45.146.165.216,59121,   ->,167.99.141.164,26289,SR_RA,0,0,3,166,112,2
2021/05/18 02:14:54.284875,0.000029,icmp,92.118.161.49,0x0008,  <->,167.99.141.164,0x5a2c,ECO,0,0,2,110,56,1
2021/05/18 02:15:02.432349,0.000027,tcp,185.173.35.49,57480,   ->,167.99.141.164,5902,S_RA,64,64,2,112,58,1
2021/05/18 02:15:15.245246,0.000029,tcp,122.228.19.80,35270,   ->,167.99.141.164,2222,S_RA,0,0,2,112,58,1
2021/05/18 02:15:26.056424,0.036997,tcp,45.134.26.43,59370,   ->,167.99.141.164,63285,SR_RA,0,0,3,166,112,2
2021/05/18 02:15:33.969760,0.046310,tcp,45.145.67.74,59172,   ->,167.99.141.164,11315,SR_RA,0,0,3,166,112,2
2021/05/18 02:15:43.547849,0.198729,tcp,185.153.199.146,59689,   ->,167.99.141.164,64698,SR_RA,0,0,3,166,112,2
2021/05/18 02:15:44.745811,0.042988,tcp,91.223.67.180,59639,   ->,167.99.141.164,34478,SR_RA,0,0,3,166,112,2
2021/05/18 02:15:59.620586,0.037373,tcp,194.48.199.78,56852,   ->,167.99.141.164,9069,SR_RA,0,0,3,166,112,2
2021/05/18 02:16:13.723946,0.047632,tcp,185.191.34.213,53484,   ->,167.99.141.164,7430,SR_RA,0,0,3,166,112,2
2021/05/18 02:16:17.216602,0.039521,tcp,45.155.205.80,51425,   ->,167.99.141.164,8129,SR_RA,0,0,3,166,112,2
2021/05/18 02:16:24.475154,0.044162,tcp,45.134.26.43,59370,   ->,167.99.141.164,10623,SR_RA,0,0,3,166,112,2
2021/05/18 02:16:33.772948,0.274413,tcp,134.209.94.207,56884,   ->,167.99.141.164,30,SR_RA,0,0,3,166,112,2
2021/05/18 02:17:19.695061,0.042881,tcp,45.155.205.79,51432,   ->,167.99.141.164,48608,SR_RA,0,0,3,166,112,2
2021/05/18 02:17:36.131827,0.000026,tcp,80.82.77.240,64344,   ->,167.99.141.164,2377,S_RA,0,0,2,110,56,1
2021/05/18 02:17:49.744997,0.000033,tcp,167.248.133.85,36012,   ->,167.99.141.164,52965,S_RA,0,0,2,112,58,1
2021/05/18 02:18:02.422499,0.091748,tcp,185.153.196.126,56489,   ->,167.99.141.164,3389,SR_RA,0,0,3,166,112,2
2021/05/18 02:18:12.755225,0.000027,tcp,124.236.22.12,55473,   ->,167.99.141.164,3799,S_RA,0,0,2,110,56,1
2021/05/18 02:18:13.017300,0.038463,tcp,45.155.205.80,51425,   ->,167.99.141.164,44733,SR_RA,0,0,3,166,112,2
2021/05/18 02:18:44.502119,0.014440,tcp,92.63.197.53,54961,   ->,167.99.141.164,7749,SR_RA,0,0,3,166,112,2
2021/05/18 02:18:58.603277,0.000028,tcp,14.99.5.156,47816,   ->,167.99.141.164,3389,S_RA,32,32,2,110,56,1
2021/05/18 02:19:11.113865,0.000033,tcp,142.93.139.122,16849,   ->,167.99.141.164,1527,S_RA,0,0,2,110,56,1
2021/05/18 02:19:22.478434,0.039327,tcp,45.134.26.45,59404,   ->,167.99.141.164,6082,SR_RA,0,0,3,166,112,2
2021/05/18 02:19:34.967587,0.040297,tcp,45.134.26.47,59438,   ->,167.99.141.164,51478,SR_RA,0,0,3,166,112,2
2021/05/18 02:19:48.522128,0.506455,tcp,211.238.11.7,51449,   ->,167.99.141.164,1433,SR_RA,0,0,3,166,112,2
2021/05/18 02:19:49.600431,0.040547,tcp,45.134.26.41,59336,   ->,167.99.141.164,9623,SR_RA,0,0,3,166,112,2
2021/05/18 02:19:52.455020,0.000026,tcp,143.110.231.96,61953,   ->,167.99.141.164,29500,S_RA,0,0,2,110,56,1
2021/05/18 02:19:53.906355,0.044861,tcp,45.134.26.46,59420,   ->,167.99.141.164,11102,SR_RA,0,0,3,166,112,2
2021/05/18 02:20:01.641280,0.000038,tcp,152.32.189.205,56826,   ->,167.99.141.164,23548,S_RA,0,0,2,110,56,1
2021/05/18 02:20:03.405770,0.056185,tcp,45.141.84.57,41335,   ->,167.99.141.164,6114,SR_RA,0,0,3,166,112,2
2021/05/18 02:20:27.925237,0.243415,tcp,167.172.249.162,56864,   ->,167.99.141.164,37022,SR_RA,0,0,3,166,112,2
2021/05/18 02:21:01.123815,0.032569,tcp,206.189.8.130,57014,   ->,167.99.141.164,27017,SR_RA,0,0,3,166,112,2
2021/05/18 02:21:05.294665,0.000026,tcp,185.200.118.57,34960,   ->,167.99.141.164,1723,S_RA,0,0,2,110,56,1
2021/05/18 02:21:11.910542,0.000028,tcp,159.65.79.16,50129,   ->,167.99.141.164,5953,S_RA,0,0,2,110,56,1
2021/05/18 02:21:16.584825,0.000040,udp,146.88.240.4,59680,   ->,167.99.141.164,47808,INT,0,,1,59,59,1
2021/05/18 02:21:24.359156,0.016359,tcp,92.63.197.53,54961,   ->,167.99.141.164,7682,SR_RA,0,0,3,166,112,2
2021/05/18 02:21:26.183835,0.000034,tcp,162.142.125.114,37881,   ->,167.99.141.164,8883,S_RA,0,0,2,112,58,1
2021/05/18 02:21:29.237779,0.000025,tcp,167.248.133.70,28561,   ->,167.99.141.164,9407,S_RA,0,0,2,112,58,1
2021/05/18 02:21:30.045120,0.101616,tcp,23.95.4.194,52170,   ->,167.99.141.164,3389,SR_RA,0,0,3,166,112,2
2021/05/18 02:21:34.879356,0.035855,tcp,193.27.229.86,59157,   ->,167.99.141.164,53706,SR_RA,0,0,3,166,112,2
2021/05/18 02:21:37.069982,0.041508,tcp,45.134.26.55,59575,   ->,167.99.141.164,22418,SR_RA,0,0,3,166,112,2
2021/05/18 02:21:58.368793,0.000032,tcp,192.241.220.144,54416,   ->,167.99.141.164,32920,S_RA,0,0,2,110,56,1
2021/05/18 02:22:06.731403,0.000026,tcp,34.86.35.19,57980,   ->,167.99.141.164,8088,S_RA,96,96,2,112,58,1
2021/05/18 02:22:11.293163,0.039849,tcp,45.146.165.216,59121,   ->,167.99.141.164,3976,SR_RA,0,0,3,166,112,2
2021/05/18 02:22:35.361276,0.041131,tcp,45.134.26.47,59438,   ->,167.99.141.164,3356,SR_RA,0,0,3,166,112,2
2021/05/18 02:22:53.809663,0.000024,tcp,139.59.82.126,61953,   ->,167.99.141.164,2053,S_RA,32,32,2,110,56,1
2021/05/18 02:22:56.248511,0.027269,tcp,5.188.206.18,46983,   ->,167.99.141.164,52559,SR_RA,0,0,3,166,112,2
2021/05/18 02:23:03.968471,0.046849,tcp,45.134.26.48,59457,   ->,167.99.141.164,10627,SR_RA,0,0,3,166,112,2
2021/05/18 02:23:05.017354,0.000042,udp,68.224.208.65,64460,   ->,167.99.141.164,60070,INT,0,,1,191,191,1
2021/05/18 02:23:11.566146,0.013695,tcp,92.63.197.86,56335,   ->,167.99.141.164,8725,SR_RA,0,0,3,166,112,2
2021/05/18 02:23:14.913885,0.000030,tcp,111.7.96.149,34682,   ->,167.99.141.164,8119,S_RA,0,0,2,120,66,1
2021/05/18 02:23:18.723667,0.025275,tcp,89.248.165.201,48778,   ->,167.99.141.164,3393,SR_RA,0,0,3,166,112,2
2021/05/18 02:23:30.879471,0.040642,tcp,45.155.205.79,51432,   ->,167.99.141.164,24464,SR_RA,0,0,3,166,112,2
2021/05/18 02:23:33.952908,31.620523,udp,178.175.128.238,5923,   ->,167.99.141.164,5060,INT,0,,11,6644,6644,11
2021/05/18 02:23:36.108683,0.039651,tcp,45.134.26.53,59541,   ->,167.99.141.164,33686,SR_RA,0,0,3,166,112,2
2021/05/18 02:23:37.722713,0.048468,tcp,193.57.40.49,57949,   ->,167.99.141.164,5228,SR_RA,0,0,3,166,112,2
2021/05/18 02:23:39.983778,0.000027,icmp,46.234.125.89,0x0008,  <->,167.99.141.164,0xdb1d,ECO,0,0,2,116,58,1
2021/05/18 02:24:16.361291,8.679615,tcp,5.22.87.165,59834,   ->,167.99.141.164,22,S_RA,112,112,8,512,296,4
2021/05/18 02:24:24.782420,0.009179,tcp,45.143.203.15,54137,   ->,167.99.141.164,7114,SR_RA,0,0,3,166,112,2
2021/05/18 02:24:42.477203,0.047841,tcp,45.134.26.35,59237,   ->,167.99.141.164,44787,SR_RA,0,0,3,166,112,2
2021/05/18 02:25:16.411694,0.000027,tcp,162.142.125.95,53500,   ->,167.99.141.164,12507,S_RA,0,0,2,112,58,1
2021/05/18 02:25:21.210430,0.000264,tcp,46.35.7.43,46898,   ->,167.99.141.164,1433,S_RA,0,0,4,220,112,2
2021/05/18 02:25:22.976918,0.000031,tcp,162.142.125.169,37200,   ->,167.99.141.164,30140,S_RA,0,0,2,112,58,1
2021/05/18 02:25:23.509847,0.000032,tcp,162.243.171.245,61953,   ->,167.99.141.164,9103,S_RA,0,0,2,110,56,1
2021/05/18 02:25:24.245107,0.000034,tcp,89.248.174.3,50717,   ->,167.99.141.164,22,S_RA,0,0,2,110,56,1
2021/05/18 02:25:41.751771,0.000028,tcp,122.228.19.80,5281,   ->,167.99.141.164,3388,S_RA,0,0,2,112,58,1
2021/05/18 02:25:42.828695,0.000033,udp,184.105.139.69,46495,   ->,167.99.141.164,177,INT,0,,1,56,56,1
2021/05/18 02:25:58.148458,0.000038,udp,114.246.34.160,24795,   ->,167.99.141.164,8000,INT,0,,1,140,140,1
2021/05/18 02:26:20.455538,0.000029,tcp,192.241.218.172,58172,   ->,167.99.141.164,22,S_RA,0,0,2,110,56,1
2021/05/18 02:26:24.020869,0.000027,tcp,89.248.165.202,58822,   ->,167.99.141.164,59005,S_RA,0,0,2,110,56,1
2021/05/18 02:26:35.662364,0.000028,tcp,117.148.171.85,13118,   ->,167.99.141.164,22,S_RA,0,0,2,120,66,1
2021/05/18 02:26:42.019441,0.049789,tcp,91.223.67.180,59639,   ->,167.99.141.164,3000,SR_RA,0,0,3,166,112,2
2021/05/18 02:26:54.144103,0.000028,tcp,8.129.40.76,50486,   ->,167.99.141.164,9092,S_RA,0,0,2,110,56,1
2021/05/18 02:26:57.674204,0.015428,tcp,92.63.197.86,56335,   ->,167.99.141.164,8731,SR_RA,0,0,3,166,112,2
2021/05/18 02:26:58.205338,0.043403,tcp,185.153.199.146,59689,   ->,167.99.141.164,43429,SR_RA,0,0,3,166,112,2
2021/05/18 02:27:02.963355,0.013572,tcp,45.143.203.17,54570,   ->,167.99.141.164,7477,SR_RA,0,0,3,166,112,2
2021/05/18 02:27:05.235739,0.000026,tcp,31.210.21.105,41937,   ->,167.99.141.164,6697,S_RA,0,0,2,110,56,1
2021/05/18 02:27:10.360133,0.052751,tcp,45.155.205.80,51425,   ->,167.99.141.164,6425,SR_RA,0,0,3,166,112,2
2021/05/18 02:27:18.373707,0.037585,tcp,195.201.96.123,57571,   ->,167.99.141.164,47022,SR_RA,0,0,3,166,112,2
2021/05/18 02:27:24.288706,0.000035,udp,103.145.13.79,58076,   ->,167.99.141.164,389,INT,40,,1,95,95,1
2021/05/18 02:27:32.118340,31.636068,udp,128.90.116.230,18599,   ->,167.99.141.164,5060,INT,0,,11,6666,6666,11
2021/05/18 02:27:33.065882,0.036270,tcp,45.134.26.57,59612,   ->,167.99.141.164,9715,SR_RA,0,0,3,166,112,2
2021/05/18 02:27:38.496952,0.039143,tcp,45.134.26.38,59289,   ->,167.99.141.164,39799,SR_RA,0,0,3,166,112,2
2021/05/18 02:27:52.511082,31.568592,udp,217.138.202.20,15516,   ->,167.99.141.164,5060,INT,0,,11,6666,6666,11
2021/05/18 02:28:09.753102,0.018314,tcp,92.63.196.128,56554,   ->,167.99.141.164,8982,SR_RA,0,0,3,166,112,2
2021/05/18 02:28:30.292312,31.585823,udp,185.225.28.70,19260,   ->,167.99.141.164,5060,INT,72,,11,6688,6688,11
2021/05/18 02:28:33.491709,0.000032,tcp,157.245.105.188,61953,   ->,167.99.141.164,38520,S_RA,32,32,2,110,56,1
2021/05/18 02:29:00.908182,0.013761,tcp,92.63.197.53,54961,   ->,167.99.141.164,7768,SR_RA,0,0,3,166,112,2
2021/05/18 02:29:04.170747,0.000029,tcp,125.64.94.136,42903,   ->,167.99.141.164,5656,S_RA,0,0,2,110,56,1
2021/05/18 02:29:18.962314,0.052720,tcp,45.155.205.80,51425,   ->,167.99.141.164,41384,SR_RA,0,0,3,166,112,2
2021/05/18 02:29:20.171540,0.000000,tcp,193.31.24.232,10080,  <?,167.99.141.164,2474,_,,0,1,56,0,0
2021/05/18 02:29:21.693652,0.000027,tcp,89.248.168.51,53735,   ->,167.99.141.164,88,S_RA,0,0,2,110,56,1
2021/05/18 02:29:49.676894,0.053511,tcp,195.54.161.150,51446,   ->,167.99.141.164,21535,SR_RA,0,0,3,166,112,2
2021/05/18 02:29:54.671677,0.039304,tcp,45.155.205.80,51425,   ->,167.99.141.164,27128,SR_RA,0,0,3,166,112,2
2021/05/18 02:30:06.187416,0.044446,tcp,45.155.205.79,51432,   ->,167.99.141.164,45878,SR_RA,0,0,3,166,112,2
2021/05/18 02:30:08.159593,0.038780,tcp,45.146.164.64,8080,   ->,167.99.141.164,14393,SR_RA,0,0,3,166,112,2
2021/05/18 02:30:32.453997,0.037161,tcp,45.134.26.34,59221,   ->,167.99.141.164,4419,SR_RA,0,0,3,166,112,2
2021/05/18 02:30:36.679084,0.000027,tcp,34.96.130.2,63603,   ->,167.99.141.164,3000,S_RA,96,96,2,112,58,1
2021/05/18 02:30:45.741165,0.000044,tcp,84.238.96.208,54405,   ->,167.99.141.164,23,S_RA,0,0,2,112,58,1
2021/05/18 02:31:10.565048,0.020659,tcp,89.248.165.199,45013,   ->,167.99.141.164,2473,SR_RA,0,0,3,166,112,2
2021/05/18 02:31:14.989560,0.000025,tcp,102.87.179.98,34405,   ->,167.99.141.164,554,S_RA,104,104,2,132,78,1
2021/05/18 02:31:20.606755,0.045021,tcp,45.155.205.79,51432,   ->,167.99.141.164,62544,SR_RA,0,0,3,166,112,2
2021/05/18 02:31:25.564163,0.129622,tcp,167.99.248.146,57616,   ->,167.99.141.164,9000,SR_RA,0,0,3,166,112,2
2021/05/18 02:31:26.644245,0.044153,tcp,45.155.205.79,51432,   ->,167.99.141.164,14238,SR_RA,0,0,3,166,112,2
2021/05/18 02:31:36.560273,0.051270,tcp,195.54.161.150,51446,   ->,167.99.141.164,50215,SR_RA,0,0,3,166,112,2
2021/05/18 02:31:57.293434,0.053217,tcp,45.155.205.79,51432,   ->,167.99.141.164,60286,SR_RA,0,0,3,166,112,2
2021/05/18 02:32:18.680371,0.000028,tcp,68.183.60.13,61953,   ->,167.99.141.164,2052,S_RA,0,0,2,110,56,1
2021/05/18 02:32:29.497912,0.036755,tcp,45.146.164.51,8080,   ->,167.99.141.164,26029,SR_RA,0,0,3,166,112,2
2021/05/18 02:32:34.726562,0.038664,tcp,45.146.164.50,8080,   ->,167.99.141.164,8588,SR_RA,0,0,3,166,112,2
2021/05/18 02:32:36.008616,31.621948,udp,185.164.34.251,29812,   ->,167.99.141.164,5060,INT,0,,11,6666,6666,11
2021/05/18 02:32:43.793758,0.027074,tcp,89.248.165.201,48778,   ->,167.99.141.164,3392,SR_RA,0,0,3,166,112,2
2021/05/18 02:32:46.136736,0.013153,tcp,45.143.203.17,54570,   ->,167.99.141.164,7512,SR_RA,0,0,3,166,112,2
2021/05/18 02:33:14.859683,0.000024,tcp,139.59.63.43,61953,   ->,167.99.141.164,587,S_RA,32,32,2,110,56,1
